"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",1,2794
"(1, 1, 2)",1,4905
"(1, 1, 3)",1,3114
"(1, 1, 4)",0,0
"(1, 1, 5)",1,3410
"(1, 1, 6)",1,1603
"(1, 1, 7)",1,3722
"(1, 1, 8)",1,1908
"(1, 1, 9)",1,4021
"(1, 1, 10)",1,2211
"(1, 2, 1)",1,5387
"(1, 2, 2)",1,7431
"(1, 2, 3)",0,0
"(1, 2, 4)",0,0
"(1, 2, 5)",0,0
"(1, 2, 6)",1,8050
"(1, 2, 7)",1,6281
"(1, 2, 8)",1,4488
"(1, 2, 9)",1,6561
"(1, 2, 10)",1,4784
"(1, 3, 1)",1,7698
"(1, 3, 2)",1,5926
"(1, 3, 3)",1,8002
"(1, 3, 4)",1,6237
"(1, 3, 5)",1,4442
"(1, 3, 6)",0,0
"(1, 3, 7)",0,0
"(1, 3, 8)",0,0
"(1, 3, 9)",1,5042
"(1, 3, 10)",1,3234
"(1, 4, 1)",1,4440
"(1, 4, 2)",1,2626
"(1, 4, 3)",1,797
"(1, 4, 4)",1,2927
"(1, 4, 5)",1,1100
"(1, 4, 6)",1,3230
"(1, 4, 7)",0,0
"(1, 4, 8)",1,8970
"(1, 4, 9)",1,1735
"(1, 4, 10)",1,9267
"(1, 5, 1)",1,6973
"(1, 5, 2)",1,5212
"(1, 5, 3)",1,3403
"(1, 5, 4)",1,5513
"(1, 5, 5)",1,3715
"(1, 5, 6)",1,5809
"(1, 5, 7)",1,4018
"(1, 5, 8)",1,6116
"(1, 5, 9)",1,4333
"(1, 5, 10)",1,2506
"(1, 6, 1)",0,0
"(1, 6, 2)",1,1896
"(1, 6, 3)",0,0
"(1, 6, 4)",0,0
"(1, 6, 5)",1,362
"(1, 6, 6)",0,0
"(1, 6, 7)",1,672
"(1, 6, 8)",1,8232
"(1, 6, 9)",0,0
"(1, 6, 10)",1,8536
"(1, 7, 1)",1,2147
"(1, 7, 2)",1,302
"(1, 7, 3)",0,0
"(1, 7, 4)",1,614
"(1, 7, 5)",1,8173
"(1, 7, 6)",0,0
"(1, 7, 7)",1,8475
"(1, 7, 8)",0,0
"(1, 7, 9)",1,8782
"(1, 7, 10)",1,6976
"(1, 8, 1)",1,4720
"(1, 8, 2)",1,2915
"(1, 8, 3)",0,0
"(1, 8, 4)",1,3221
"(1, 8, 5)",1,1408
"(1, 8, 6)",1,3543
"(1, 8, 7)",1,1728
"(1, 8, 8)",1,3867
"(1, 8, 9)",1,2030
"(1, 8, 10)",1,177
"(1, 9, 1)",1,6846
"(1, 9, 2)",1,8960
"(1, 9, 3)",1,7149
"(1, 9, 4)",0,0
"(1, 9, 5)",1,7428
"(1, 9, 6)",1,176
"(1, 9, 7)",1,7741
"(1, 9, 8)",1,5969
"(1, 9, 9)",1,8043
"(1, 9, 10)",1,6275
"(1, 10, 1)",1,4007
"(1, 10, 2)",1,2197
"(1, 10, 3)",1,354
"(1, 10, 4)",0,0
"(1, 10, 5)",1,663
"(1, 10, 6)",0,0
"(1, 10, 7)",0,0
"(1, 10, 8)",0,0
"(1, 10, 9)",0,0
"(1, 10, 10)",1,8840
"(1, 11, 1)",1,5918
"(1, 11, 2)",0,0
"(1, 11, 3)",1,2318
"(1, 11, 4)",1,4432
"(1, 11, 5)",0,0
"(1, 11, 6)",1,4721
"(1, 11, 7)",0,0
"(1, 11, 8)",1,5036
"(1, 11, 9)",1,3223
"(1, 11, 10)",0,0
"(1, 12, 1)",1,8465
"(1, 12, 2)",1,6680
"(1, 12, 3)",1,4891
"(1, 12, 4)",1,6969
"(1, 12, 5)",1,5207
"(1, 12, 6)",1,7274
"(1, 12, 7)",1,5508
"(1, 12, 8)",1,7580
"(1, 12, 9)",1,5804
"(1, 12, 10)",1,4013
"(1, 13, 1)",1,1260
"(1, 13, 2)",1,3395
"(1, 13, 3)",1,1589
"(1, 13, 4)",1,3706
"(1, 13, 5)",1,1891
"(1, 13, 6)",1,4009
"(1, 13, 7)",1,2200
"(1, 13, 8)",1,356
"(1, 13, 9)",1,2498
"(1, 13, 10)",1,668
"(1, 14, 1)",1,3881
"(1, 14, 2)",0,0
"(1, 14, 3)",0,0
