"( Bay_id , aisle_id , level_id )",Pallet_id
"(2,8,3)",1
"(50,22,10)",2
"(22,11,9)",3
"(14,14,1)",4
"(50,6,2)",5
"(43,24,10)",6
"(23,24,9)",7
"(5,16,3)",8
"(34,9,4)",9
"(13,5,8)",10
"(22,4,6)",11
"(2,4,5)",12
"(42,20,8)",13
"(46,24,7)",14
"(30,15,10)",15
"(5,8,4)",16
"(42,13,5)",17
"(26,24,10)",18
"(42,16,10)",19
"(30,8,7)",20
"(5,1,1)",21
"(54,19,3)",22
"(46,20,9)",23
"(17,9,4)",24
"(8,8,1)",25
"(5,4,6)",26
"(45,21,5)",27
"(26,17,7)",28
"(42,9,7)",29
"(29,24,7)",30
"(9,24,6)",31
"(18,23,4)",32
"(46,12,10)",33
"(38,15,2)",34
"(8,4,3)",35
"(25,13,5)",36
"(29,17,4)",37
"(42,1,8)",38
"(37,19,3)",39
"(34,24,2)",40
"(46,5,7)",41
"(54,7,6)",42
"(13,20,6)",43
"(38,11,4)",44
"(25,6,2)",45
"(45,9,8)",46
"(25,9,7)",47
"(32,24,8)",48
"(21,15,2)",49
"(29,12,10)",50
"(9,12,9)",51
"(53,21,1)",52
"(38,3,5)",53
"(32,17,5)",54
"(12,17,4)",55
"(50,9,3)",56
"(45,1,9)",57
"(25,1,8)",58
"(32,20,10)",59
"(29,5,7)",60
"(37,7,6)",61
"(28,6,3)",62
"(9,4,10)",63
"(13,8,9)",64
"(48,9,9)",65
"(40,12,1)",66
"(49,22,9)",67
"(12,12,10)",68
"(36,21,1)",69
"(21,3,5)",70
"(56,4,5)",71
"(15,17,5)",72
"(33,9,3)",73
"(28,1,9)",74
"(32,5,8)",75
"(12,5,7)",76
"(40,7,7)",77
"(24,11,5)",78
"(43,12,2)",79
"(23,12,1)",80
"(45,24,6)",81
"(25,24,5)",82
"(8,14,7)",83
"(52,22,10)",84
"(32,1,10)",85
"(24,4,2)",86
"(7,15,3)",87
"(52,6,2)",88
"(51,2,7)",89
"(24,3,6)",90
"(4,3,5)",91
"(19,21,1)",92
"(8,7,4)",93
"(43,8,4)",94
"(16,9,3)",95
"(52,15,7)",96
"(20,13,2)",97
"(15,5,8)",98
"(27,11,6)",99
"(49,3,9)",100
"(7,11,5)",101
"(44,21,4)",102
"(16,18,8)",103
"(44,20,8)",104
"(36,2,1)",105
"(48,24,7)",106
"(28,24,6)",107
"(45,12,9)",108
"(25,12,8)",109
"(8,2,10)",110
"(7,4,2)",111
"(27,4,3)",112
"(44,13,5)",113
"(48,17,4)",114
"(44,16,10)",115
"(48,20,9)",116
"(35,15,7)",117
"(10,8,1)",118
"(12,20,5)",119
"(47,21,5)",120
"(52,3,10)",121
"(25,4,9)",122
"(12,23,10)",123
"(44,9,7)",124
"(19,2,1)",125
"(51,24,8)",126
"(31,24,7)",127
"(11,24,6)",128
"(48,12,10)",129
"(28,12,9)",130
"(51,17,5)",131
"(31,17,4)",132
"(11,17,3)",133
"(44,1,8)",134
"(51,20,10)",135
"(31,20,9)",136
"(23,23,1)",137
"(4,21,8)",138
"(18,15,7)",139
"(43,23,2)",140
"(6,13,3)",141
"(15,20,6)",142
"(30,21,5)",143
"(35,3,10)",144
"(47,9,8)",145
"(6,22,8)",146
"(51,13,7)",147
"(14,24,7)",148
"(23,15,2)",149
"(11,12,9)",150
"(31,12,10)",151
"(15,16,8)",152
"(14,17,4)",153
"(31,5,7)",154
"(11,5,6)",155
"(34,12,7)",156
"(43,11,5)",157
"(6,1,6)",158
"(15,8,9)",159
"(50,1,6)",160
"(51,1,10)",161
"(14,12,10)",162
"(46,11,2)",163
"(30,2,5)",164
"(46,10,6)",165
"(38,16,3)",166
"(14,5,7)",167
"(26,11,5)",168
"(10,14,7)",169
"(46,6,8)",170
"(26,4,2)",171
"(1,16,9)",172
"(10,7,4)",173
"(50,24,3)",174
"(22,13,2)",175
"(1,9,6)",176
"(1,8,10)",177
"(54,10,9)",178
"(9,3,2)",179
"(30,24,6)",180
"(13,7,1)",181
