"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",1,3802
"(1, 1, 2)",1,185
"(1, 1, 3)",0,0
"(1, 1, 4)",1,3798
"(1, 1, 5)",0,0
"(1, 1, 6)",1,3775
"(1, 1, 7)",1,3771
"(1, 1, 8)",1,3796
"(1, 1, 9)",1,3779
"(1, 1, 10)",1,28
"(1, 2, 1)",0,0
"(1, 2, 2)",0,0
"(1, 2, 3)",0,0
"(1, 2, 4)",0,0
"(1, 2, 5)",0,0
"(1, 2, 6)",0,0
"(1, 2, 7)",0,0
"(1, 2, 8)",0,0
"(1, 2, 9)",0,0
"(1, 2, 10)",0,0
"(1, 3, 1)",0,0
"(1, 3, 2)",0,0
"(1, 3, 3)",0,0
"(1, 3, 4)",0,0
"(1, 3, 5)",0,0
"(1, 3, 6)",0,0
"(1, 3, 7)",0,0
"(1, 3, 8)",0,0
"(1, 3, 9)",0,0
"(1, 3, 10)",0,0
"(1, 4, 1)",0,0
"(1, 4, 2)",0,0
"(1, 4, 3)",1,474
"(1, 4, 4)",0,0
"(1, 4, 5)",0,0
"(1, 4, 6)",1,435
"(1, 4, 7)",0,0
"(1, 4, 8)",0,0
"(1, 4, 9)",1,485
"(1, 4, 10)",0,0
"(1, 5, 1)",0,0
"(1, 5, 2)",1,818
"(1, 5, 3)",1,741
"(1, 5, 4)",0,0
"(1, 5, 5)",1,4155
"(1, 5, 6)",1,4075
"(1, 5, 7)",1,704
"(1, 5, 8)",1,4144
"(1, 5, 9)",1,737
"(1, 5, 10)",1,694
"(1, 6, 1)",0,0
"(1, 6, 2)",1,875
"(1, 6, 3)",0,0
"(1, 6, 4)",0,0
"(1, 6, 5)",0,0
"(1, 6, 6)",0,0
"(1, 6, 7)",0,0
"(1, 6, 8)",0,0
"(1, 6, 9)",1,882
"(1, 6, 10)",1,870
"(1, 7, 1)",0,0
"(1, 7, 2)",0,0
"(1, 7, 3)",1,936
"(1, 7, 4)",0,0
"(1, 7, 5)",1,941
"(1, 7, 6)",0,0
"(1, 7, 7)",0,0
"(1, 7, 8)",1,953
"(1, 7, 9)",1,981
"(1, 7, 10)",0,0
"(1, 8, 1)",0,0
"(1, 8, 2)",1,1082
"(1, 8, 3)",1,1075
"(1, 8, 4)",0,0
"(1, 8, 5)",1,1132
"(1, 8, 6)",0,0
"(1, 8, 7)",1,1068
"(1, 8, 8)",1,1030
"(1, 8, 9)",1,1195
"(1, 8, 10)",1,4207
"(1, 9, 1)",0,0
"(1, 9, 2)",1,4422
"(1, 9, 3)",1,4406
"(1, 9, 4)",0,0
"(1, 9, 5)",1,1429
"(1, 9, 6)",1,4421
"(1, 9, 7)",0,0
"(1, 9, 8)",0,0
"(1, 9, 9)",1,1347
"(1, 9, 10)",0,0
"(1, 10, 1)",0,0
"(1, 10, 2)",0,0
"(1, 10, 3)",0,0
"(1, 10, 4)",0,0
"(1, 10, 5)",1,1550
"(1, 10, 6)",0,0
"(1, 10, 7)",0,0
"(1, 10, 8)",0,0
"(1, 10, 9)",0,0
"(1, 10, 10)",0,0
"(1, 11, 1)",0,0
"(1, 11, 2)",0,0
"(1, 11, 3)",0,0
"(1, 11, 4)",0,0
"(1, 11, 5)",0,0
"(1, 11, 6)",0,0
"(1, 11, 7)",0,0
"(1, 11, 8)",0,0
"(1, 11, 9)",0,0
"(1, 11, 10)",0,0
"(1, 12, 1)",0,0
"(1, 12, 2)",1,4486
"(1, 12, 3)",0,0
"(1, 12, 4)",1,1712
"(1, 12, 5)",0,0
"(1, 12, 6)",1,4560
"(1, 12, 7)",0,0
"(1, 12, 8)",1,1778
"(1, 12, 9)",1,1844
"(1, 12, 10)",0,0
"(1, 13, 1)",1,2055
"(1, 13, 2)",1,4587
"(1, 13, 3)",1,2044
"(1, 13, 4)",1,2046
"(1, 13, 5)",1,1947
"(1, 13, 6)",1,4573
"(1, 13, 7)",1,4654
"(1, 13, 8)",1,1914
"(1, 13, 9)",1,2098
"(1, 13, 10)",0,0
"(1, 14, 1)",1,2164
"(1, 14, 2)",0,0
"(1, 14, 3)",0,0
"(1, 14, 4)",1,2156
"(1, 14, 5)",0,0
"(1, 14, 6)",0,0
"(1, 14, 7)",0,0
"(1, 14, 8)",1,2123
"(1, 14, 9)",0,0
"(1, 14, 10)",0,0
"(1, 15, 1)",0,0
"(1, 15, 2)",0,0
"(1, 15, 3)",0,0
"(1, 15, 4)",0,0
"(1, 15, 5)",0,0
"(1, 15, 6)",0,0
"(1, 15, 7)",0,0
"(1, 15, 8)",0,0
"(1, 15, 9)",0,0
