"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",1,3214
"(1, 1, 2)",1,5643
"(1, 1, 3)",1,3572
"(1, 1, 4)",1,5978
"(1, 1, 5)",1,3921
"(1, 1, 6)",1,1832
"(1, 1, 7)",1,4265
"(1, 1, 8)",1,2172
"(1, 1, 9)",0,0
"(1, 1, 10)",1,2518
"(1, 2, 1)",1,6170
"(1, 2, 2)",1,8515
"(1, 2, 3)",0,0
"(1, 2, 4)",1,8857
"(1, 2, 5)",1,6831
"(1, 2, 6)",1,9194
"(1, 2, 7)",1,7161
"(1, 2, 8)",0,0
"(1, 2, 9)",0,0
"(1, 2, 10)",1,5497
"(1, 3, 1)",1,8806
"(1, 3, 2)",0,0
"(1, 3, 3)",1,9146
"(1, 3, 4)",0,0
"(1, 3, 5)",1,5092
"(1, 3, 6)",0,0
"(1, 3, 7)",0,0
"(1, 3, 8)",1,7807
"(1, 3, 9)",0,0
"(1, 3, 10)",1,3710
"(1, 4, 1)",1,5088
"(1, 4, 2)",1,3011
"(1, 4, 3)",1,893
"(1, 4, 4)",1,3364
"(1, 4, 5)",1,1251
"(1, 4, 6)",1,3707
"(1, 4, 7)",1,1611
"(1, 4, 8)",1,10236
"(1, 4, 9)",1,1979
"(1, 4, 10)",1,10585
"(1, 5, 1)",1,7979
"(1, 5, 2)",1,5968
"(1, 5, 3)",1,3912
"(1, 5, 4)",1,6323
"(1, 5, 5)",1,4256
"(1, 5, 6)",1,6658
"(1, 5, 7)",1,4616
"(1, 5, 8)",1,6988
"(1, 5, 9)",1,4960
"(1, 5, 10)",1,2876
"(1, 6, 1)",1,10427
"(1, 6, 2)",1,2161
"(1, 6, 3)",1,39
"(1, 6, 4)",1,2505
"(1, 6, 5)",0,0
"(1, 6, 6)",0,0
"(1, 6, 7)",1,754
"(1, 6, 8)",1,9395
"(1, 6, 9)",1,1119
"(1, 6, 10)",1,9747
"(1, 7, 1)",0,0
"(1, 7, 2)",1,345
"(1, 7, 3)",1,8983
"(1, 7, 4)",1,686
"(1, 7, 5)",0,0
"(1, 7, 6)",1,1045
"(1, 7, 7)",1,9685
"(1, 7, 8)",0,0
"(1, 7, 9)",1,10035
"(1, 7, 10)",0,0
"(1, 8, 1)",1,5417
"(1, 8, 2)",1,3350
"(1, 8, 3)",1,5778
"(1, 8, 4)",1,3699
"(1, 8, 5)",1,1604
"(1, 8, 6)",1,4067
"(1, 8, 7)",1,1972
"(1, 8, 8)",1,4426
"(1, 8, 9)",1,2311
"(1, 8, 10)",1,199
"(1, 9, 1)",1,7827
"(1, 9, 2)",1,10225
"(1, 9, 3)",1,8168
"(1, 9, 4)",1,10578
"(1, 9, 5)",1,8511
"(1, 9, 6)",1,198
"(1, 9, 7)",1,8852
"(1, 9, 8)",0,0
"(1, 9, 9)",1,9188
"(1, 9, 10)",1,7156
"(1, 10, 1)",1,4608
"(1, 10, 2)",1,2496
"(1, 10, 3)",1,400
"(1, 10, 4)",0,0
"(1, 10, 5)",1,743
"(1, 10, 6)",0,0
"(1, 10, 7)",1,1107
"(1, 10, 8)",0,0
"(1, 10, 9)",0,0
"(1, 10, 10)",0,0
"(1, 11, 1)",0,0
"(1, 11, 2)",1,4739
"(1, 11, 3)",0,0
"(1, 11, 4)",1,5078
"(1, 11, 5)",0,0
"(1, 11, 6)",1,5419
"(1, 11, 7)",1,3352
"(1, 11, 8)",0,0
"(1, 11, 9)",0,0
"(1, 11, 10)",0,0
"(1, 12, 1)",1,9675
"(1, 12, 2)",1,7633
"(1, 12, 3)",1,5625
"(1, 12, 4)",1,7974
"(1, 12, 5)",1,5963
"(1, 12, 6)",1,8322
"(1, 12, 7)",1,6316
"(1, 12, 8)",1,8678
"(1, 12, 9)",1,6652
"(1, 12, 10)",1,4612
"(1, 13, 1)",1,1439
"(1, 13, 2)",1,3903
"(1, 13, 3)",1,1814
"(1, 13, 4)",1,4248
"(1, 13, 5)",1,2152
"(1, 13, 6)",1,4610
"(1, 13, 7)",1,2498
"(1, 13, 8)",1,404
"(1, 13, 9)",1,2868
"(1, 13, 10)",1,747
"(1, 14, 1)",0,0
"(1, 14, 2)",1,6819
"(1, 14, 3)",1,4791
"(1, 14, 4)",1,7145
"(1, 14, 5)",1,5128
"(1, 14, 6)",1,7481
"(1, 14, 7)",1,5476
"(1, 14, 8)",1,3413
"(1, 14, 9)",1,5823
"(1, 14, 10)",0,0
"(1, 15, 1)",1,7092
"(1, 15, 2)",1,5068
"(1, 15, 3)",1,7428
"(1, 15, 4)",1,5408
"(1, 15, 5)",1,3346
"(1, 15, 6)",1,5774
"(1, 15, 7)",1,3694
"(1, 15, 8)",1,6122
"(1, 15, 9)",0,0
