"( Bay_id , aisle_id , level_id )",Pallet_id
"(1,1,1)",1
"(1,2,1)",2
"(1,3,1)",3
"(1,4,1)",4
"(1,5,1)",5
"(1,6,1)",6
"(1,7,1)",7
"(1,8,1)",8
"(1,9,1)",9
"(1,10,1)",10
"(1,11,1)",11
"(1,12,1)",12
"(1,13,1)",13
"(1,14,1)",14
"(1,15,1)",15
"(1,16,1)",16
"(1,17,1)",17
"(1,18,1)",18
"(1,19,1)",19
"(1,20,1)",20
"(1,21,1)",21
"(1,22,1)",22
"(1,23,1)",23
"(1,24,1)",24
"(1,1,2)",25
"(1,2,2)",26
"(1,3,2)",27
"(1,4,2)",28
"(1,5,2)",29
"(1,6,2)",30
"(1,7,2)",31
"(1,8,2)",32
"(1,9,2)",33
"(1,10,2)",34
"(1,11,2)",35
"(1,12,2)",36
"(1,13,2)",37
"(1,14,2)",38
"(1,15,2)",39
"(1,16,2)",40
"(1,17,2)",41
"(1,18,2)",42
"(1,19,2)",43
"(1,20,2)",44
"(1,21,2)",45
"(1,22,2)",46
"(1,23,2)",47
"(1,24,2)",48
"(1,1,3)",49
"(1,2,3)",50
"(1,3,3)",51
"(1,4,3)",52
"(1,5,3)",53
"(1,6,3)",54
"(1,7,3)",55
"(1,8,3)",56
"(1,9,3)",57
"(1,10,3)",58
"(1,11,3)",59
"(1,12,3)",60
"(1,13,3)",61
"(1,14,3)",62
"(1,15,3)",63
"(1,16,3)",64
"(1,17,3)",65
"(1,18,3)",66
"(1,19,3)",67
"(1,20,3)",68
"(1,21,3)",69
"(1,22,3)",70
"(1,23,3)",71
"(1,24,3)",72
"(1,1,4)",73
"(1,2,4)",74
"(1,3,4)",75
"(1,4,4)",76
"(1,5,4)",77
"(1,6,4)",78
"(1,7,4)",79
"(1,8,4)",80
"(1,9,4)",81
"(1,10,4)",82
"(1,11,4)",83
"(1,12,4)",84
"(1,13,4)",85
"(1,14,4)",86
"(1,15,4)",87
"(1,16,4)",88
"(1,17,4)",89
"(1,18,4)",90
"(1,19,4)",91
"(1,20,4)",92
"(1,21,4)",93
"(1,22,4)",94
"(1,23,4)",95
"(1,24,4)",96
"(1,1,5)",97
"(1,2,5)",98
"(1,3,5)",99
"(1,4,5)",100
"(1,5,5)",101
"(1,6,5)",102
"(1,7,5)",103
"(1,8,5)",104
"(1,9,5)",105
"(1,10,5)",106
"(1,11,5)",107
"(1,12,5)",108
"(1,13,5)",109
"(1,14,5)",110
"(1,15,5)",111
"(1,16,5)",112
"(1,17,5)",113
"(1,18,5)",114
"(1,19,5)",115
"(1,20,5)",116
"(1,21,5)",117
"(1,22,5)",118
"(1,23,5)",119
"(1,24,5)",120
"(1,1,6)",121
"(1,2,6)",122
"(1,3,6)",123
"(1,4,6)",124
"(1,5,6)",125
"(1,6,6)",126
"(1,7,6)",127
"(1,8,6)",128
"(1,9,6)",129
"(1,10,6)",130
"(1,11,6)",131
"(1,12,6)",132
"(1,13,6)",133
"(1,14,6)",134
"(1,15,6)",135
"(1,16,6)",136
"(1,17,6)",137
"(1,18,6)",138
"(1,19,6)",139
"(1,20,6)",140
"(1,21,6)",141
"(1,22,6)",142
"(1,23,6)",143
"(1,24,6)",144
"(1,1,7)",145
"(1,2,7)",146
"(1,3,7)",147
"(1,4,7)",148
"(1,5,7)",149
"(1,6,7)",150
"(1,7,7)",151
"(1,8,7)",152
"(1,9,7)",153
"(1,10,7)",154
"(1,11,7)",155
"(1,12,7)",156
