"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",0,0
"(1, 1, 2)",1,3464
"(1, 1, 3)",1,2206
"(1, 1, 4)",1,3679
"(1, 1, 5)",1,2417
"(1, 1, 6)",1,1131
"(1, 1, 7)",1,2619
"(1, 1, 8)",1,1360
"(1, 1, 9)",1,2850
"(1, 1, 10)",1,1557
"(1, 2, 1)",0,0
"(1, 2, 2)",0,0
"(1, 2, 3)",1,4003
"(1, 2, 4)",1,5482
"(1, 2, 5)",0,0
"(1, 2, 6)",0,0
"(1, 2, 7)",0,0
"(1, 2, 8)",0,0
"(1, 2, 9)",0,0
"(1, 2, 10)",1,3387
"(1, 3, 1)",0,0
"(1, 3, 2)",0,0
"(1, 3, 3)",0,0
"(1, 3, 4)",0,0
"(1, 3, 5)",0,0
"(1, 3, 6)",0,0
"(1, 3, 7)",0,0
"(1, 3, 8)",0,0
"(1, 3, 9)",1,3561
"(1, 3, 10)",0,0
"(1, 4, 1)",1,3138
"(1, 4, 2)",1,1873
"(1, 4, 3)",1,555
"(1, 4, 4)",0,0
"(1, 4, 5)",1,771
"(1, 4, 6)",1,2295
"(1, 4, 7)",1,990
"(1, 4, 8)",0,0
"(1, 4, 9)",1,1221
"(1, 4, 10)",0,0
"(1, 5, 1)",1,4922
"(1, 5, 2)",1,3672
"(1, 5, 3)",1,2413
"(1, 5, 4)",0,0
"(1, 5, 5)",1,2617
"(1, 5, 6)",1,4097
"(1, 5, 7)",1,2847
"(1, 5, 8)",1,4313
"(1, 5, 9)",1,3058
"(1, 5, 10)",1,1796
"(1, 6, 1)",1,6522
"(1, 6, 2)",0,0
"(1, 6, 3)",0,0
"(1, 6, 4)",0,0
"(1, 6, 5)",0,0
"(1, 6, 6)",1,5627
"(1, 6, 7)",1,460
"(1, 6, 8)",0,0
"(1, 6, 9)",1,689
"(1, 6, 10)",0,0
"(1, 7, 1)",0,0
"(1, 7, 2)",1,197
"(1, 7, 3)",0,0
"(1, 7, 4)",0,0
"(1, 7, 5)",0,0
"(1, 7, 6)",0,0
"(1, 7, 7)",0,0
"(1, 7, 8)",0,0
"(1, 7, 9)",1,6279
"(1, 7, 10)",0,0
"(1, 8, 1)",1,3342
"(1, 8, 2)",1,2078
"(1, 8, 3)",0,0
"(1, 8, 4)",1,2289
"(1, 8, 5)",1,983
"(1, 8, 6)",1,2505
"(1, 8, 7)",1,1216
"(1, 8, 8)",1,2722
"(1, 8, 9)",1,1442
"(1, 8, 10)",1,111
"(1, 9, 1)",1,4830
"(1, 9, 2)",1,6408
"(1, 9, 3)",1,5044
"(1, 9, 4)",0,0
"(1, 9, 5)",1,5259
"(1, 9, 6)",1,110
"(1, 9, 7)",0,0
"(1, 9, 8)",1,4208
"(1, 9, 9)",1,5725
"(1, 9, 10)",1,4415
"(1, 10, 1)",1,2840
"(1, 10, 2)",1,1547
"(1, 10, 3)",0,0
"(1, 10, 4)",0,0
"(1, 10, 5)",0,0
"(1, 10, 6)",0,0
"(1, 10, 7)",0,0
"(1, 10, 8)",0,0
"(1, 10, 9)",0,0
"(1, 10, 10)",0,0
"(1, 11, 1)",0,0
"(1, 11, 2)",0,0
"(1, 11, 3)",0,0
"(1, 11, 4)",0,0
"(1, 11, 5)",0,0
"(1, 11, 6)",0,0
"(1, 11, 7)",0,0
"(1, 11, 8)",0,0
"(1, 11, 9)",0,0
"(1, 11, 10)",0,0
"(1, 12, 1)",1,6039
"(1, 12, 2)",0,0
"(1, 12, 3)",1,3457
"(1, 12, 4)",1,4920
"(1, 12, 5)",1,3669
"(1, 12, 6)",0,0
"(1, 12, 7)",1,3877
"(1, 12, 8)",1,5361
"(1, 12, 9)",0,0
"(1, 12, 10)",1,2843
"(1, 13, 1)",1,880
"(1, 13, 2)",1,2407
"(1, 13, 3)",1,1117
"(1, 13, 4)",1,2612
"(1, 13, 5)",1,1350
"(1, 13, 6)",0,0
"(1, 13, 7)",1,1550
"(1, 13, 8)",1,233
"(1, 13, 9)",1,1788
"(1, 13, 10)",1,456
"(1, 14, 1)",0,0
"(1, 14, 2)",0,0
"(1, 14, 3)",0,0
"(1, 14, 4)",0,0
"(1, 14, 5)",0,0
"(1, 14, 6)",0,0
"(1, 14, 7)",1,3374
"(1, 14, 8)",1,2119
"(1, 14, 9)",1,3584
"(1, 14, 10)",1,2328
"(1, 15, 1)",0,0
"(1, 15, 2)",1,3128
"(1, 15, 3)",0,0
"(1, 15, 4)",0,0
"(1, 15, 5)",0,0
"(1, 15, 6)",0,0
"(1, 15, 7)",0,0
"(1, 15, 8)",0,0
"(1, 15, 9)",0,0
"(1, 15, 10)",1,3973
"(1, 16, 1)",1,2075
"(1, 16, 2)",1,762
"(1, 16, 3)",0,0
"(1, 16, 4)",0,0
"(1, 16, 5)",1,6406
"(1, 16, 6)",1,1212
"(1, 16, 7)",0,0
"(1, 16, 8)",1,1440
"(1, 16, 9)",1,109
"(1, 16, 10)",1,5477
"(1, 17, 1)",1,3872
"(1, 17, 2)",1,2608
"(1, 17, 3)",1,1345
"(1, 17, 4)",0,0
"(1, 17, 5)",1,1544
"(1, 17, 6)",0,0
"(1, 17, 7)",1,1783
"(1, 17, 8)",0,0
"(1, 17, 9)",1,1992
"(1, 17, 10)",1,679
"(1, 18, 1)",0,0
"(1, 18, 2)",0,0
"(1, 18, 3)",1,5609
"(1, 18, 4)",0,0
"(1, 18, 5)",0,0
"(1, 18, 6)",0,0
"(1, 18, 7)",1,6075
"(1, 18, 8)",0,0
"(1, 18, 9)",0,0
"(1, 18, 10)",1,4961
"(1, 19, 1)",0,0
"(1, 19, 2)",0,0
"(1, 19, 3)",0,0
"(1, 19, 4)",1,6034
"(1, 19, 5)",0,0
"(1, 19, 6)",1,6271
"(1, 19, 7)",0,0
"(1, 19, 8)",0,0
"(1, 19, 9)",0,0
"(1, 19, 10)",0,0
"(1, 20, 1)",1,4702
"(1, 20, 2)",0,0
"(1, 20, 3)",0,0
"(1, 20, 4)",1,3665
"(1, 20, 5)",1,2404
"(1, 20, 6)",1,3874
"(1, 20, 7)",1,2610
"(1, 20, 8)",1,1346
"(1, 20, 9)",1,2838
"(1, 20, 10)",1,1546
"(1, 21, 1)",1,6603
"(1, 21, 2)",1,5253
"(1, 21, 3)",1,3987
"(1, 21, 4)",1,5473
"(1, 21, 5)",1,4200
"(1, 21, 6)",1,5717
"(1, 21, 7)",1,4406
"(1, 21, 8)",0,0
"(1, 21, 9)",1,4617
"(1, 21, 10)",1,3369
"(1, 22, 1)",0,0
"(1, 22, 2)",0,0
"(1, 22, 3)",0,0
"(1, 22, 4)",0,0
"(1, 22, 5)",0,0
"(1, 22, 6)",0,0
"(1, 22, 7)",0,0
"(1, 22, 8)",0,0
"(1, 22, 9)",0,0
"(1, 22, 10)",0,0
"(1, 23, 1)",0,0
"(1, 23, 2)",0,0
"(1, 23, 3)",0,0
"(1, 23, 4)",1,2066
"(1, 23, 5)",0,0
"(1, 23, 6)",0,0
"(1, 23, 7)",0,0
"(1, 23, 8)",1,2494
"(1, 23, 9)",0,0
"(1, 23, 10)",0,0
"(1, 24, 1)",0,0
"(1, 24, 2)",1,3664
"(1, 24, 3)",1,5131
"(1, 24, 4)",1,3868
"(1, 24, 5)",1,2603
"(1, 24, 6)",0,0
"(1, 24, 7)",1,2831
"(1, 24, 8)",1,4300
"(1, 24, 9)",1,3045
"(1, 24, 10)",1,4494
"(2, 1, 1)",1,2470
"(2, 1, 2)",0,0
"(2, 1, 3)",1,2687
"(2, 1, 4)",1,4161
"(2, 1, 5)",1,2907
"(2, 1, 6)",1,4371
"(2, 1, 7)",1,3120
"(2, 1, 8)",1,1853
"(2, 1, 9)",1,3331
"(2, 1, 10)",1,2064
"(2, 2, 1)",0,0
"(2, 2, 2)",0,0
"(2, 2, 3)",1,306
"(2, 2, 4)",0,0
"(2, 2, 5)",0,0
"(2, 2, 6)",0,0
"(2, 2, 7)",0,0
"(2, 2, 8)",1,6164
"(2, 2, 9)",0,0
"(2, 2, 10)",0,0
"(2, 3, 1)",1,1977
"(2, 3, 2)",0,0
"(2, 3, 3)",0,0
"(2, 3, 4)",1,3663
"(2, 3, 5)",0,0
"(2, 3, 6)",0,0
"(2, 3, 7)",0,0
"(2, 3, 8)",0,0
"(2, 3, 9)",1,2830
"(2, 3, 10)",0,0
"(2, 4, 1)",1,6286
"(2, 4, 2)",1,1108
"(2, 4, 3)",1,6504
"(2, 4, 4)",1,5148
"(2, 4, 5)",1,7
"(2, 4, 6)",1,5366
"(2, 4, 7)",0,0
"(2, 4, 8)",1,5605
"(2, 4, 9)",1,442
"(2, 4, 10)",1,5836
"(2, 5, 1)",0,0
"(2, 5, 2)",1,2947
"(2, 5, 3)",1,1668
"(2, 5, 4)",0,0
"(2, 5, 5)",0,0
"(2, 5, 6)",0,0
"(2, 5, 7)",1,2105
"(2, 5, 8)",1,785
"(2, 5, 9)",1,2309
"(2, 5, 10)",1,1007
"(2, 6, 1)",0,0
"(2, 6, 2)",0,0
"(2, 6, 3)",1,530
"(2, 6, 4)",0,0
"(2, 6, 5)",0,0
"(2, 6, 6)",0,0
"(2, 6, 7)",1,972
"(2, 6, 8)",0,0
"(2, 6, 9)",0,0
"(2, 6, 10)",1,6598
"(2, 7, 1)",0,0
"(2, 7, 2)",0,0
"(2, 7, 3)",0,0
"(2, 7, 4)",0,0
"(2, 7, 5)",1,5037
"(2, 7, 6)",0,0
"(2, 7, 7)",1,5248
"(2, 7, 8)",0,0
"(2, 7, 9)",0,0
"(2, 7, 10)",0,0
"(2, 8, 1)",1,6499
"(2, 8, 2)",0,0
"(2, 8, 3)",1,1
"(2, 8, 4)",1,1535
"(2, 8, 5)",1,214
"(2, 8, 6)",1,5600
"(2, 8, 7)",1,436
"(2, 8, 8)",1,5829
"(2, 8, 9)",1,668
"(2, 8, 10)",1,6063
"(2, 9, 1)",1,4096
"(2, 9, 2)",1,5598
"(2, 9, 3)",1,4312
"(2, 9, 4)",1,3057
"(2, 9, 5)",1,4514
"(2, 9, 6)",1,3260
"(2, 9, 7)",1,4732
"(2, 9, 8)",1,3473
"(2, 9, 9)",0,0
"(2, 9, 10)",0,0
"(2, 10, 1)",1,3019
"(2, 10, 2)",1,4472
"(2, 10, 3)",0,0
"(2, 10, 4)",0,0
"(2, 10, 5)",1,3439
"(2, 10, 6)",0,0
"(2, 10, 7)",0,0
"(2, 10, 8)",0,0
"(2, 10, 9)",0,0
"(2, 10, 10)",0,0
"(2, 11, 1)",0,0
"(2, 11, 2)",0,0
"(2, 11, 3)",0,0
"(2, 11, 4)",0,0
"(2, 11, 5)",0,0
"(2, 11, 6)",0,0
"(2, 11, 7)",0,0
"(2, 11, 8)",0,0
"(2, 11, 9)",0,0
"(2, 11, 10)",1,215
"(2, 12, 1)",1,2503
"(2, 12, 2)",1,3976
"(2, 12, 3)",1,2720
"(2, 12, 4)",1,4192
"(2, 12, 5)",1,2943
"(2, 12, 6)",0,0
"(2, 12, 7)",0,0
"(2, 12, 8)",1,1888
"(2, 12, 9)",1,3358
"(2, 12, 10)",1,2099
"(2, 13, 1)",1,4307
"(2, 13, 2)",1,5821
"(2, 13, 3)",1,4507
"(2, 13, 4)",1,6054
"(2, 13, 5)",1,4725
"(2, 13, 6)",1,3469
"(2, 13, 7)",1,4934
"(2, 13, 8)",1,3687
"(2, 13, 9)",1,5149
"(2, 13, 10)",1,3889
"(2, 14, 1)",1,5686
"(2, 14, 2)",1,525
"(2, 14, 3)",1,5916
"(2, 14, 4)",0,0
"(2, 14, 5)",0,0
"(2, 14, 6)",0,0
"(2, 14, 7)",1,6390
"(2, 14, 8)",0,0
"(2, 14, 9)",0,0
"(2, 14, 10)",0,0
"(2, 15, 1)",0,0
"(2, 15, 2)",0,0
"(2, 15, 3)",0,0
"(2, 15, 4)",0,0
"(2, 15, 5)",1,1322
"(2, 15, 6)",0,0
"(2, 15, 7)",1,1524
"(2, 15, 8)",1,209
"(2, 15, 9)",0,0
"(2, 15, 10)",0,0
"(2, 16, 1)",1,5142
"(2, 16, 2)",0,0
"(2, 16, 3)",0,0
"(2, 16, 4)",1,4093
"(2, 16, 5)",1,5595
"(2, 16, 6)",0,0
"(2, 16, 7)",1,5823
"(2, 16, 8)",1,4510
"(2, 16, 9)",1,6056
"(2, 16, 10)",0,0
"(2, 17, 1)",0,0
"(2, 17, 2)",0,0
"(2, 17, 3)",1,558
"(2, 17, 4)",0,0
"(2, 17, 5)",1,775
"(2, 17, 6)",0,0
"(2, 17, 7)",0,0
"(2, 17, 8)",1,6416
"(2, 17, 9)",0,0
"(2, 17, 10)",0,0
"(2, 18, 1)",0,0
"(2, 18, 2)",0,0
"(2, 18, 3)",1,1965
"(2, 18, 4)",0,0
"(2, 18, 5)",0,0
"(2, 18, 6)",0,0
"(2, 18, 7)",0,0
"(2, 18, 8)",0,0
"(2, 18, 9)",0,0
"(2, 18, 10)",0,0
"(2, 19, 1)",0,0
"(2, 19, 2)",0,0
"(2, 19, 3)",0,0
"(2, 19, 4)",1,5233
"(2, 19, 5)",0,0
"(2, 19, 6)",1,2715
"(2, 19, 7)",0,0
"(2, 19, 8)",0,0
"(2, 19, 9)",0,0
"(2, 19, 10)",0,0
"(2, 20, 1)",0,0
"(2, 20, 2)",0,0
"(2, 20, 3)",1,5588
"(2, 20, 4)",1,424
"(2, 20, 5)",0,0
"(2, 20, 6)",1,654
"(2, 20, 7)",1,6046
"(2, 20, 8)",0,0
"(2, 20, 9)",1,6282
"(2, 20, 10)",1,4926
"(2, 21, 1)",1,3048
