"( Bay_id , aisle_id , level_id )",Pallet_id
"(2,8,3)",1
"(23,24,9)",2
"(5,16,3)",3
"(34,9,4)",4
"(13,5,8)",5
"(22,4,6)",6
"(2,4,5)",7
"(46,24,7)",8
"(5,8,4)",9
"(42,13,5)",10
"(26,24,10)",11
"(17,9,4)",12
"(8,8,1)",13
"(5,4,6)",14
"(45,21,5)",15
"(26,17,7)",16
"(42,9,7)",17
"(29,24,7)",18
"(9,24,6)",19
"(46,12,10)",20
"(8,4,3)",21
"(29,17,4)",22
"(42,1,8)",23
"(34,24,2)",24
"(46,5,7)",25
"(54,7,6)",26
"(13,20,6)",27
"(21,22,5)",28
"(45,9,8)",29
"(25,9,7)",30
"(29,12,10)",31
"(9,12,9)",32
"(53,21,1)",33
"(32,17,5)",34
"(12,17,4)",35
"(50,9,3)",36
"(45,1,9)",37
"(29,5,7)",38
"(41,11,5)",39
"(49,22,9)",40
"(12,12,10)",41
"(24,18,8)",42
"(36,21,1)",43
"(21,3,5)",44
"(48,2,6)",45
"(56,4,5)",46
"(33,9,3)",47
"(28,1,9)",48
"(32,5,8)",49
"(12,5,7)",50
"(24,11,5)",51
"(43,12,2)",52
"(23,12,1)",53
"(45,24,6)",54
"(25,24,5)",55
"(27,15,4)",56
"(7,15,3)",57
"(24,4,2)",58
"(19,21,1)",59
"(43,8,4)",60
"(16,9,3)",61
"(20,13,2)",62
"(15,5,8)",63
"(44,21,4)",64
"(44,20,8)",65
"(48,24,7)",66
"(45,12,9)",67
"(8,2,10)",68
"(27,4,3)",69
"(48,17,4)",70
"(28,17,3)",71
"(56,19,3)",72
"(48,20,9)",73
"(35,15,7)",74
"(10,8,1)",75
"(12,20,5)",76
"(25,4,9)",77
"(44,9,7)",78
"(51,24,8)",79
"(11,24,6)",80
"(48,12,10)",81
"(28,12,9)",82
"(10,4,3)",83
"(31,17,4)",84
"(11,17,3)",85
"(44,1,8)",86
"(51,20,10)",87
"(4,21,8)",88
"(15,20,6)",89
"(30,21,5)",90
"(47,9,8)",91
"(51,13,7)",92
"(14,24,7)",93
"(31,12,10)",94
"(11,12,9)",95
"(43,15,3)",96
"(15,16,8)",97
"(31,5,7)",98
"(34,12,7)",99
"(43,11,5)",100
"(6,1,6)",101
"(27,14,7)",102
"(50,1,6)",103
"(14,12,10)",104
"(30,2,5)",105
"(14,5,7)",106
"(38,16,3)",107
"(26,4,2)",108
"(1,16,9)",109
"(1,9,6)",110
"(1,8,10)",111
"(29,3,3)",112
"(41,9,1)",113
"(34,20,2)",114
"(53,24,4)",115
"(33,24,3)",116
"(13,2,7)",117
"(49,13,2)",118
"(34,15,8)",119
"(49,16,7)",120
"(46,21,6)",121
"(30,12,9)",122
"(17,20,2)",123
"(45,22,2)",124
"(49,9,4)",125
"(16,24,3)",126
"(54,16,2)",127
"(53,12,7)",128
"(33,12,6)",129
"(49,1,5)",130
"(5,10,10)",131
"(9,21,5)",132
"(53,5,4)",133
"(29,21,6)",134
"(36,20,6)",135
"(49,4,10)",136
"(8,17,10)",137
"(20,20,3)",138
"(46,9,9)",139
"(53,8,9)",140
"(20,23,8)",141
"(17,8,5)",142
"(52,9,5)",143
"(36,12,7)",144
"(16,12,6)",145
"(13,17,5)",146
"(39,17,2)",147
"(19,17,1)",148
"(20,15,9)",149
"(12,18,1)",150
"(45,6,7)",151
"(12,21,6)",152
"(36,5,4)",153
"(3,20,3)",154
"(48,11,2)",155
"(28,11,1)",156
"(21,12,1)",157
"(9,9,8)",158
"(56,13,1)",159
"(20,8,6)",160
"(39,12,8)",161
"(29,2,6)",162
"(20,4,8)",163
"(19,5,4)",164
"(49,19,8)",165
"(39,8,10)",166
"(4,12,1)",167
"(12,9,9)",168
"(3,8,6)",169
"(40,21,10)",170
"(52,24,3)",171
"(27,20,2)",172
"(3,1,3)",173
"(31,3,3)",174
"(3,4,8)",175
"(52,20,5)",176
"(22,5,5)",177
"(24,17,9)",178
"(44,22,1)",179
"(16,23,6)",180
"(55,24,4)",181
"(35,24,3)",182
"(16,22,10)",183
"(22,1,7)",184
"(44,18,3)",185
"(36,15,8)",186
"(6,4,9)",187
"(55,20,6)",188
"(27,17,10)",189
"(7,17,9)",190
"(19,20,2)",191
"(27,1,2)",192
"(55,12,7)",193
"(39,16,5)",194
