"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",1,3613
"(1, 1, 2)",1,6320
"(1, 1, 3)",1,4022
"(1, 1, 4)",1,6696
"(1, 1, 5)",1,4402
"(1, 1, 6)",1,2036
"(1, 1, 7)",1,4795
"(1, 1, 8)",1,2436
"(1, 1, 9)",1,5201
"(1, 1, 10)",1,2832
"(1, 2, 1)",1,6905
"(1, 2, 2)",1,9568
"(1, 2, 3)",0,0
"(1, 2, 4)",1,9963
"(1, 2, 5)",0,0
"(1, 2, 6)",1,10346
"(1, 2, 7)",1,8058
"(1, 2, 8)",0,0
"(1, 2, 9)",1,8430
"(1, 2, 10)",1,6166
"(1, 3, 1)",1,9902
"(1, 3, 2)",0,0
"(1, 3, 3)",1,10286
"(1, 3, 4)",1,7997
"(1, 3, 5)",1,5723
"(1, 3, 6)",0,0
"(1, 3, 7)",1,6099
"(1, 3, 8)",1,8768
"(1, 3, 9)",1,6492
"(1, 3, 10)",0,0
"(1, 4, 1)",1,5720
"(1, 4, 2)",1,3387
"(1, 4, 3)",1,1012
"(1, 4, 4)",1,3788
"(1, 4, 5)",1,1412
"(1, 4, 6)",1,4171
"(1, 4, 7)",1,1804
"(1, 4, 8)",1,11523
"(1, 4, 9)",1,2199
"(1, 4, 10)",1,11915
"(1, 5, 1)",1,8963
"(1, 5, 2)",1,6687
"(1, 5, 3)",1,4391
"(1, 5, 4)",1,7079
"(1, 5, 5)",1,4787
"(1, 5, 6)",1,7464
"(1, 5, 7)",1,5193
"(1, 5, 8)",1,7852
"(1, 5, 9)",1,5582
"(1, 5, 10)",1,3233
"(1, 6, 1)",1,11736
"(1, 6, 2)",1,2421
"(1, 6, 3)",1,46
"(1, 6, 4)",1,2821
"(1, 6, 5)",1,449
"(1, 6, 6)",1,10178
"(1, 6, 7)",1,850
"(1, 6, 8)",1,10570
"(1, 6, 9)",1,1268
"(1, 6, 10)",1,10965
"(1, 7, 1)",1,2746
"(1, 7, 2)",0,0
"(1, 7, 3)",0,0
"(1, 7, 4)",1,770
"(1, 7, 5)",1,10500
"(1, 7, 6)",0,0
"(1, 7, 7)",1,10893
"(1, 7, 8)",1,1583
"(1, 7, 9)",0,0
"(1, 7, 10)",1,8967
"(1, 8, 1)",1,6086
"(1, 8, 2)",1,3773
"(1, 8, 3)",1,6482
"(1, 8, 4)",1,4160
"(1, 8, 5)",1,1794
"(1, 8, 6)",1,4571
"(1, 8, 7)",1,2191
"(1, 8, 8)",1,4970
"(1, 8, 9)",1,2597
"(1, 8, 10)",1,212
"(1, 9, 1)",1,8793
"(1, 9, 2)",1,11513
"(1, 9, 3)",1,9174
"(1, 9, 4)",0,0
"(1, 9, 5)",1,9565
"(1, 9, 6)",1,211
"(1, 9, 7)",1,9958
"(1, 9, 8)",1,7666
"(1, 9, 9)",1,10338
"(1, 9, 10)",1,8053
"(1, 10, 1)",1,5180
"(1, 10, 2)",0,0
"(1, 10, 3)",1,439
"(1, 10, 4)",0,0
"(1, 10, 5)",1,840
"(1, 10, 6)",1,3618
"(1, 10, 7)",1,1254
"(1, 10, 8)",0,0
"(1, 10, 9)",1,1636
"(1, 10, 10)",1,11354
"(1, 11, 1)",1,7601
"(1, 11, 2)",1,5337
"(1, 11, 3)",0,0
"(1, 11, 4)",1,5709
