"( Bay_id , aisle_id , level_id )",Pallet_id
"(5,23,6)",1
"(2,8,3)",2
"(50,22,10)",3
"(22,11,9)",4
"(2,11,8)",5
"(50,6,2)",6
"(14,14,1)",7
"(43,24,10)",8
"(23,24,9)",9
"(5,16,3)",10
"(34,9,4)",11
"(13,5,8)",12
"(22,4,6)",13
"(2,4,5)",14
"(6,7,8)",15
"(42,20,8)",16
"(46,24,7)",17
"(30,15,10)",18
"(5,8,4)",19
"(5,11,9)",20
"(53,6,3)",21
"(42,13,5)",22
"(26,24,10)",23
"(30,8,7)",24
"(42,16,10)",25
"(5,1,1)",26
"(17,9,4)",27
"(54,19,3)",28
"(46,20,9)",29
"(8,8,1)",30
"(5,4,6)",31
"(45,21,5)",32
"(50,3,10)",33
"(38,22,5)",34
"(17,18,9)",35
"(26,17,7)",36
"(42,9,7)",37
"(17,2,1)",38
"(29,24,7)",39
"(9,24,6)",40
"(46,12,10)",41
"(8,4,3)",42
"(38,18,7)",43
"(25,13,5)",44
"(29,17,4)",45
"(1,6,3)",46
"(42,1,8)",47
"(37,19,3)",48
"(41,23,2)",49
"(46,5,7)",50
"(34,24,2)",51
"(54,7,6)",52
"(13,20,6)",53
"(38,11,4)",54
"(21,22,5)",55
"(25,6,2)",56
"(45,9,8)",57
"(25,9,7)",58
"(20,2,2)",59
"(32,24,8)",60
"(29,12,10)",61
"(9,12,9)",62
"(41,15,3)",63
"(41,18,8)",64
"(53,21,1)",65
"(32,17,5)",66
"(12,17,4)",67
"(50,9,3)",68
"(45,1,9)",69
"(25,1,8)",70
"(32,20,10)",71
"(24,23,2)",72
"(29,5,7)",73
"(41,11,5)",74
"(9,4,10)",75
"(28,6,3)",76
"(13,8,9)",77
"(48,9,9)",78
"(40,12,1)",79
"(51,14,4)",80
"(12,12,10)",81
"(24,15,3)",82
"(4,15,2)",83
"(24,18,8)",84
"(41,3,6)",85
"(36,21,1)",86
"(56,4,5)",87
"(33,9,3)",88
"(28,1,9)",89
"(27,23,3)",90
"(32,5,8)",91
"(12,5,7)",92
"(40,7,7)",93
"(24,11,5)",94
"(43,12,2)",95
"(23,12,1)",96
"(45,24,6)",97
"(25,24,5)",98
"(8,14,7)",99
"(52,22,10)",100
"(32,1,10)",101
"(24,4,2)",102
"(7,15,3)",103
"(52,6,2)",104
"(51,2,7)",105
"(4,3,5)",106
"(19,21,1)",107
"(8,7,4)",108
"(43,8,4)",109
"(16,9,3)",110
"(20,13,2)",111
"(15,5,8)",112
"(44,21,4)",113
"(49,3,9)",114
"(27,11,6)",115
"(7,11,5)",116
"(37,22,4)",117
"(29,23,10)",118
"(16,18,8)",119
"(44,20,8)",120
"(48,24,7)",121
"(28,24,6)",122
"(45,12,9)",123
"(25,12,8)",124
"(8,2,10)",125
"(7,4,2)",126
"(27,4,3)",127
"(35,6,2)",128
"(44,13,5)",129
"(7,3,6)",130
"(48,17,4)",131
"(9,15,10)",132
"(28,17,3)",133
"(44,16,10)",134
"(56,19,3)",135
"(48,20,9)",136
"(40,23,1)",137
"(35,15,7)",138
"(10,8,1)",139
"(12,20,5)",140
"(47,21,5)",141
"(52,3,10)",142
"(25,4,9)",143
"(44,9,7)",144
"(19,2,1)",145
"(51,24,8)",146
"(31,24,7)",147
"(11,24,6)",148
"(55,11,10)",149
"(48,12,10)",150
"(28,12,9)",151
"(10,4,3)",152
"(40,18,7)",153
"(51,17,5)",154
"(31,17,4)",155
"(11,17,3)",156
"(44,1,8)",157
"(51,20,10)",158
"(31,20,9)",159
"(4,21,8)",160
"(6,13,3)",161
"(18,15,7)",162
"(43,23,2)",163
"(23,23,1)",164
"(15,20,6)",165
"(30,21,5)",166
"(47,9,8)",167
"(2,2,1)",168
"(51,13,7)",169
"(14,24,7)",170
"(3,10,10)",171
"(31,12,10)",172
"(11,12,9)",173
"(23,15,2)",174
"(43,15,3)",175
"(15,16,8)",176
"(47,2,5)",177
"(14,17,4)",178
"(40,6,10)",179
"(51,5,8)",180
"(31,5,7)",181
"(26,23,2)",182
"(11,5,6)",183
"(34,12,7)",184
