"( Bay_id , aisle_id , level_id )",Pallet_id
"(5,23,6)",1
"(2,8,3)",2
"(22,11,9)",3
"(2,11,8)",4
"(50,6,2)",5
"(14,14,1)",6
"(43,24,10)",7
"(23,24,9)",8
"(5,16,3)",9
"(34,9,4)",10
"(13,5,8)",11
"(22,4,6)",12
"(2,4,5)",13
"(42,20,8)",14
"(46,24,7)",15
"(30,15,10)",16
"(5,8,4)",17
"(5,11,9)",18
"(42,13,5)",19
"(26,24,10)",20
"(30,8,7)",21
"(42,16,10)",22
"(5,1,1)",23
"(17,9,4)",24
"(54,19,3)",25
"(53,15,8)",26
"(46,20,9)",27
"(8,8,1)",28
"(5,4,6)",29
"(45,21,5)",30
"(50,3,10)",31
"(38,22,5)",32
"(17,18,9)",33
"(26,17,7)",34
"(42,9,7)",35
"(17,2,1)",36
"(29,24,7)",37
"(46,12,10)",38
"(38,15,2)",39
"(8,4,3)",40
"(38,18,7)",41
"(25,13,5)",42
"(29,17,4)",43
"(1,6,3)",44
"(42,1,8)",45
"(41,23,2)",46
"(46,5,7)",47
"(34,24,2)",48
"(54,7,6)",49
"(13,20,6)",50
"(38,11,4)",51
"(33,3,10)",52
"(21,22,5)",53
"(45,9,8)",54
"(25,9,7)",55
"(20,2,2)",56
"(32,24,8)",57
"(29,12,10)",58
"(9,12,9)",59
"(21,15,2)",60
"(41,15,3)",61
"(53,21,1)",62
"(38,3,5)",63
"(32,17,5)",64
"(12,17,4)",65
"(50,9,3)",66
"(45,1,9)",67
"(25,1,8)",68
"(32,20,10)",69
"(24,23,2)",70
"(29,5,7)",71
"(37,7,6)",72
"(41,11,5)",73
"(28,6,3)",74
"(9,4,10)",75
"(13,8,9)",76
"(48,9,9)",77
"(40,12,1)",78
"(51,14,4)",79
"(12,12,10)",80
"(4,15,2)",81
"(8,19,1)",82
"(48,2,6)",83
"(21,3,5)",84
"(36,21,1)",85
"(56,4,5)",86
"(15,17,5)",87
"(33,9,3)",88
"(28,1,9)",89
"(32,5,8)",90
"(24,11,5)",91
"(43,12,2)",92
"(45,24,6)",93
"(25,24,5)",94
"(8,14,7)",95
"(52,22,10)",96
"(32,1,10)",97
"(24,4,2)",98
"(27,15,4)",99
"(7,15,3)",100
"(51,2,7)",101
"(31,2,6)",102
"(24,3,6)",103
"(4,3,5)",104
"(19,21,1)",105
"(8,7,4)",106
"(43,8,4)",107
"(16,9,3)",108
"(20,13,2)",109
"(15,5,8)",110
"(49,3,9)",111
"(7,11,5)",112
"(27,11,6)",113
"(44,21,4)",114
"(16,18,8)",115
"(44,20,8)",116
"(36,2,1)",117
"(48,24,7)",118
"(28,24,6)",119
"(45,12,9)",120
"(25,12,8)",121
"(8,2,10)",122
"(7,4,2)",123
"(27,4,3)",124
"(35,6,2)",125
"(44,13,5)",126
"(7,3,6)",127
"(48,17,4)",128
"(28,17,3)",129
"(44,16,10)",130
"(48,20,9)",131
"(40,23,1)",132
"(10,8,1)",133
"(12,20,5)",134
"(25,4,9)",135
"(12,23,10)",136
"(44,9,7)",137
"(39,2,2)",138
"(19,2,1)",139
"(51,24,8)",140
"(31,24,7)",141
"(11,24,6)",142
"(55,11,10)",143
"(48,12,10)",144
"(28,12,9)",145
"(10,4,3)",146
"(51,17,5)",147
"(31,17,4)",148
"(11,17,3)",149
"(44,1,8)",150
"(51,20,10)",151
"(31,20,9)",152
"(4,21,8)",153
"(23,23,1)",154
"(6,13,3)",155
"(15,20,6)",156
"(30,21,5)",157
"(35,3,10)",158
"(47,9,8)",159
"(2,2,1)",160
"(51,13,7)",161
"(14,24,7)",162
"(3,10,10)",163
"(31,12,10)",164
"(11,12,9)",165
"(15,16,8)",166
"(23,18,7)",167
"(47,2,5)",168
"(14,17,4)",169
"(40,6,10)",170
"(51,5,8)",171
"(31,5,7)",172
"(11,5,6)",173
"(34,12,7)",174
"(43,11,5)",175
"(23,11,4)",176
"(18,3,10)",177
"(6,1,6)",178
"(15,8,9)",179
"(30,9,8)",180
"(7,14,6)",181
"(50,1,6)",182
"(51,1,10)",183
"(14,12,10)",184
