"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",1,3248
"(1, 1, 2)",1,5605
"(1, 1, 3)",0,0
"(1, 1, 4)",1,5948
"(1, 1, 5)",1,3925
"(1, 1, 6)",1,1836
"(1, 1, 7)",1,4273
"(1, 1, 8)",1,2191
"(1, 1, 9)",1,4615
"(1, 1, 10)",1,2550
"(1, 2, 1)",0,0
"(1, 2, 2)",0,0
"(1, 2, 3)",0,0
"(1, 2, 4)",1,8852
"(1, 2, 5)",0,0
"(1, 2, 6)",1,9206
"(1, 2, 7)",0,0
"(1, 2, 8)",1,5136
"(1, 2, 9)",0,0
"(1, 2, 10)",1,5466
"(1, 3, 1)",1,8803
"(1, 3, 2)",0,0
"(1, 3, 3)",1,9151
"(1, 3, 4)",0,0
"(1, 3, 5)",0,0
"(1, 3, 6)",1,7444
"(1, 3, 7)",0,0
"(1, 3, 8)",1,7798
"(1, 3, 9)",1,5761
"(1, 3, 10)",1,3732
"(1, 4, 1)",1,5080
"(1, 4, 2)",1,3042
"(1, 4, 3)",1,904
"(1, 4, 4)",1,3397
"(1, 4, 5)",1,1264
"(1, 4, 6)",1,3730
"(1, 4, 7)",1,1627
"(1, 4, 8)",1,10254
"(1, 4, 9)",1,1990
"(1, 4, 10)",1,10588
"(1, 5, 1)",1,7965
"(1, 5, 2)",1,5940
"(1, 5, 3)",1,3917
"(1, 5, 4)",1,6295
"(1, 5, 5)",1,4266
"(1, 5, 6)",1,6641
"(1, 5, 7)",1,4610
"(1, 5, 8)",1,6991
"(1, 5, 9)",1,4950
"(1, 5, 10)",1,2909
"(1, 6, 1)",1,10445
"(1, 6, 2)",0,0
"(1, 6, 3)",1,44
"(1, 6, 4)",1,2539
"(1, 6, 5)",1,415
"(1, 6, 6)",1,9046
"(1, 6, 7)",0,0
"(1, 6, 8)",1,9403
"(1, 6, 9)",0,0
"(1, 6, 10)",1,9758
"(1, 7, 1)",1,2468
"(1, 7, 2)",1,350
"(1, 7, 3)",1,8980
"(1, 7, 4)",0,0
"(1, 7, 5)",0,0
"(1, 7, 6)",0,0
"(1, 7, 7)",0,0
"(1, 7, 8)",0,0
"(1, 7, 9)",1,10043
"(1, 7, 10)",1,7969
"(1, 8, 1)",1,5397
"(1, 8, 2)",1,3384
"(1, 8, 3)",1,5752
"(1, 8, 4)",1,3721
"(1, 8, 5)",0,0
"(1, 8, 6)",1,4075
"(1, 8, 7)",1,1982
"(1, 8, 8)",1,4428
"(1, 8, 9)",1,2335
"(1, 8, 10)",1,202
"(1, 9, 1)",1,7816
"(1, 9, 2)",1,10242
"(1, 9, 3)",1,8160
"(1, 9, 4)",1,10580
"(1, 9, 5)",1,8513
"(1, 9, 6)",1,201
"(1, 9, 7)",0,0
"(1, 9, 8)",1,6819
"(1, 9, 9)",1,9198
"(1, 9, 10)",1,7160
"(1, 10, 1)",0,0
"(1, 10, 2)",1,2530
"(1, 10, 3)",1,404
"(1, 10, 4)",1,2898
"(1, 10, 5)",1,763
"(1, 10, 6)",1,3252
"(1, 10, 7)",0,0
"(1, 10, 8)",1,9748
"(1, 10, 9)",1,1478
"(1, 10, 10)",1,10099
"(1, 11, 1)",1,6764
"(1, 11, 2)",1,4731
"(1, 11, 3)",0,0
"(1, 11, 4)",0,0
"(1, 11, 5)",1,3031
"(1, 11, 6)",0,0
"(1, 11, 7)",1,3386
"(1, 11, 8)",1,5753
"(1, 11, 9)",1,3723
"(1, 11, 10)",0,0
"(1, 12, 1)",1,9683
"(1, 12, 2)",1,7620
"(1, 12, 3)",1,5593
"(1, 12, 4)",1,7962
"(1, 12, 5)",1,5936
"(1, 12, 6)",1,8318
"(1, 12, 7)",1,6289
"(1, 12, 8)",1,8672
"(1, 12, 9)",1,6637
"(1, 12, 10)",0,0
"(1, 13, 1)",1,1455
"(1, 13, 2)",1,3908
"(1, 13, 3)",1,1816
"(1, 13, 4)",1,4258
"(1, 13, 5)",1,2170
"(1, 13, 6)",1,4603
"(1, 13, 7)",1,2533
"(1, 13, 8)",1,409
"(1, 13, 9)",1,2901
"(1, 13, 10)",1,767
"(1, 14, 1)",1,4450
"(1, 14, 2)",1,6811
"(1, 14, 3)",1,4779
"(1, 14, 4)",1,7151
"(1, 14, 5)",0,0
"(1, 14, 6)",1,7479
"(1, 14, 7)",1,5447
"(1, 14, 8)",0,0
"(1, 14, 9)",0,0
"(1, 14, 10)",1,3783
"(1, 15, 1)",0,0
"(1, 15, 2)",1,5064
"(1, 15, 3)",0,0
"(1, 15, 4)",1,5390
"(1, 15, 5)",0,0
"(1, 15, 6)",1,5746
"(1, 15, 7)",1,3718
"(1, 15, 8)",1,6089
"(1, 15, 9)",1,4069
"(1, 15, 10)",0,0
"(1, 16, 1)",1,3379
"(1, 16, 2)",1,1251
"(1, 16, 3)",1,9874
"(1, 16, 4)",1,1616
"(1, 16, 5)",1,10239
"(1, 16, 6)",1,1976
"(1, 16, 7)",1,10577
"(1, 16, 8)",1,2328
"(1, 16, 9)",1,195
"(1, 16, 10)",1,8845
"(1, 17, 1)",1,6279
"(1, 17, 2)",1,4251
"(1, 17, 3)",1,2161
"(1, 17, 4)",1,4598
"(1, 17, 5)",1,2526
"(1, 17, 6)",1,4934
"(1, 17, 7)",1,2892
"(1, 17, 8)",1,5261
"(1, 17, 9)",1,3246
"(1, 17, 10)",1,1114
"(1, 18, 1)",1,8685
"(1, 18, 2)",1,394
"(1, 18, 3)",1,9020
"(1, 18, 4)",1,752
"(1, 18, 5)",1,9381
"(1, 18, 6)",1,1111
"(1, 18, 7)",1,9742
"(1, 18, 8)",1,7680
"(1, 18, 9)",0,0
"(1, 18, 10)",1,8026
"(1, 19, 1)",0,0
"(1, 19, 2)",0,0
"(1, 19, 3)",1,1042
"(1, 19, 4)",0,0
"(1, 19, 5)",1,7613
"(1, 19, 6)",0,0
"(1, 19, 7)",1,7956
"(1, 19, 8)",0,0
"(1, 19, 9)",0,0
"(1, 19, 10)",0,0
"(1, 20, 1)",1,7611
"(1, 20, 2)",0,0
"(1, 20, 3)",1,3568
"(1, 20, 4)",1,5931
"(1, 20, 5)",1,3904
"(1, 20, 6)",1,6281
"(1, 20, 7)",1,4253
"(1, 20, 8)",1,2164
"(1, 20, 9)",1,4600
"(1, 20, 10)",1,2528
"(1, 21, 1)",1,10571
"(1, 21, 2)",1,8500
"(1, 21, 3)",1,6466
"(1, 21, 4)",1,8837
"(1, 21, 5)",1,6809
"(1, 21, 6)",1,9185
"(1, 21, 7)",1,7146
"(1, 21, 8)",1,9532
"(1, 21, 9)",1,7472
"(1, 21, 10)",1,5439
"(1, 22, 1)",1,2881
"(1, 22, 2)",1,743
"(1, 22, 3)",1,9376
"(1, 22, 4)",1,1099
"(1, 22, 5)",1,9733
"(1, 22, 6)",0,0
"(1, 22, 7)",1,10076
"(1, 22, 8)",0,0
"(1, 22, 9)",1,10443
"(1, 22, 10)",1,8359
"(1, 23, 1)",1,5053
"(1, 23, 2)",0,0
"(1, 23, 3)",1,5382
"(1, 23, 4)",1,3369
"(1, 23, 5)",1,1243
"(1, 23, 6)",0,0
"(1, 23, 7)",1,1611
"(1, 23, 8)",1,4062
"(1, 23, 9)",1,1970
"(1, 23, 10)",0,0
"(1, 24, 1)",1,7948
"(1, 24, 2)",1,5926
"(1, 24, 3)",1,8299
"(1, 24, 4)",1,6274
"(1, 24, 5)",1,4242
"(1, 24, 6)",1,6627
"(1, 24, 7)",1,4590
"(1, 24, 8)",1,6970
"(1, 24, 9)",1,4923
"(1, 24, 10)",1,7285
"(2, 1, 1)",1,4024
"(2, 1, 2)",1,6393
"(2, 1, 3)",1,4373
"(2, 1, 4)",1,6740
"(2, 1, 5)",1,4710
"(2, 1, 6)",1,7084
"(2, 1, 7)",1,5052
"(2, 1, 8)",1,3015
"(2, 1, 9)",1,5381
"(2, 1, 10)",1,3367
"(2, 2, 1)",1,160
"(2, 2, 2)",1,2649
"(2, 2, 3)",1,528
"(2, 2, 4)",0,0
"(2, 2, 5)",0,0
"(2, 2, 6)",1,9514
"(2, 2, 7)",0,0
"(2, 2, 8)",0,0
"(2, 2, 9)",0,0
"(2, 2, 10)",1,10232
"(2, 3, 1)",0,0
"(2, 3, 2)",0,0
"(2, 3, 3)",0,0
"(2, 3, 4)",1,5922
"(2, 3, 5)",0,0
"(2, 3, 6)",0,0
"(2, 3, 7)",1,4241
"(2, 3, 8)",1,2149
"(2, 3, 9)",0,0
"(2, 3, 10)",0,0
"(2, 4, 1)",0,0
"(2, 4, 2)",0,0
"(2, 4, 3)",1,10415
"(2, 4, 4)",1,8328
"(2, 4, 5)",1,13
"(2, 4, 6)",1,8681
"(2, 4, 7)",1,388
"(2, 4, 8)",1,9014
"(2, 4, 9)",1,741
"(2, 4, 10)",1,9375
"(2, 5, 1)",1,2340
"(2, 5, 2)",1,4762
"(2, 5, 3)",1,2711
"(2, 5, 4)",1,574
"(2, 5, 5)",1,3072
"(2, 5, 6)",1,929
"(2, 5, 7)",1,3422
"(2, 5, 8)",1,1288
"(2, 5, 9)",1,3754
"(2, 5, 10)",1,1656
"(2, 6, 1)",1,517
"(2, 6, 2)",1,3004
"(2, 6, 3)",1,871
"(2, 6, 4)",1,3357
"(2, 6, 5)",0,0
"(2, 6, 6)",1,3705
"(2, 6, 7)",1,1601
"(2, 6, 8)",1,10224
"(2, 6, 9)",1,1957
"(2, 6, 10)",1,10564
"(2, 7, 1)",0,0
"(2, 7, 2)",0,0
"(2, 7, 3)",1,7796
"(2, 7, 4)",1,10221
"(2, 7, 5)",0,0
"(2, 7, 6)",1,6106
"(2, 7, 7)",1,8489
"(2, 7, 8)",0,0
"(2, 7, 9)",0,0
"(2, 7, 10)",1,6800
"(2, 8, 1)",1,10404
"(2, 8, 2)",1,2140
"(2, 8, 3)",1,2
"(2, 8, 4)",1,2504
"(2, 8, 5)",1,379
"(2, 8, 6)",1,9007
"(2, 8, 7)",1,733
"(2, 8, 8)",1,9364
"(2, 8, 9)",1,1089
"(2, 8, 10)",1,9723
"(2, 9, 1)",1,6640
"(2, 9, 2)",1,9004
"(2, 9, 3)",1,6990
"(2, 9, 4)",1,4949
"(2, 9, 5)",1,7313
"(2, 9, 6)",1,5278
"(2, 9, 7)",1,7658
"(2, 9, 8)",1,5626
"(2, 9, 9)",1,7998
"(2, 9, 10)",1,5969
"(2, 10, 1)",1,4884
"(2, 10, 2)",1,7253
"(2, 10, 3)",1,5219
"(2, 10, 4)",1,7594
"(2, 10, 5)",0,0
"(2, 10, 6)",0,0
"(2, 10, 7)",0,0
"(2, 10, 8)",1,3891
"(2, 10, 9)",1,6258
"(2, 10, 10)",0,0
"(2, 11, 1)",1,1058
"(2, 11, 2)",0,0
"(2, 11, 3)",1,1431
"(2, 11, 4)",1,3889
"(2, 11, 5)",1,1792
"(2, 11, 6)",1,10406
"(2, 11, 7)",1,2141
"(2, 11, 8)",1,4
"(2, 11, 9)",1,2508
"(2, 11, 10)",1,380
"(2, 12, 1)",1,4072
"(2, 12, 2)",1,6449
"(2, 12, 3)",1,4426
"(2, 12, 4)",1,6794
"(2, 12, 5)",1,4758
"(2, 12, 6)",1,2702
"(2, 12, 7)",1,5098
"(2, 12, 8)",1,3062
"(2, 12, 9)",1,5422
"(2, 12, 10)",1,3415
"(2, 13, 1)",1,6983
"(2, 13, 2)",1,9353
"(2, 13, 3)",1,7304
"(2, 13, 4)",1,9710
"(2, 13, 5)",1,7647
"(2, 13, 6)",1,5614
"(2, 13, 7)",1,7986
"(2, 13, 8)",1,5958
"(2, 13, 9)",1,8332
"(2, 13, 10)",1,6309
"(2, 14, 1)",1,9142
"(2, 14, 2)",1,861
"(2, 14, 3)",1,9496
"(2, 14, 4)",0,0
"(2, 14, 5)",1,9852
"(2, 14, 6)",1,7789
"(2, 14, 7)",1,10208
"(2, 14, 8)",1,8139
"(2, 14, 9)",1,10557
"(2, 14, 10)",0,0
"(2, 15, 1)",1,1421
"(2, 15, 2)",1,3873
"(2, 15, 3)",0,0
"(2, 15, 4)",0,0
"(2, 15, 5)",0,0
"(2, 15, 6)",0,0
"(2, 15, 7)",1,2493
"(2, 15, 8)",0,0
"(2, 15, 9)",1,2864
"(2, 15, 10)",0,0
"(2, 16, 1)",1,8316
"(2, 16, 2)",1,10748
"(2, 16, 3)",0,0
"(2, 16, 4)",1,6636
"(2, 16, 5)",1,9000
"(2, 16, 6)",1,6985
"(2, 16, 7)",1,9356
"(2, 16, 8)",1,7307
"(2, 16, 9)",1,9713
"(2, 16, 10)",1,7649
"(2, 17, 1)",1,561
"(2, 17, 2)",1,3047
"(2, 17, 3)",1,910
"(2, 17, 4)",1,3402
"(2, 17, 5)",1,1270
"(2, 17, 6)",1,9893
"(2, 17, 7)",1,1633
"(2, 17, 8)",1,10258
"(2, 17, 9)",1,1993
"(2, 17, 10)",1,10594
"(2, 18, 1)",1,2841
"(2, 18, 2)",1,5207
"(2, 18, 3)",0,0
"(2, 18, 4)",1,5555
"(2, 18, 5)",1,3538
"(2, 18, 6)",1,1424
"(2, 18, 7)",1,3877
"(2, 18, 8)",0,0
"(2, 18, 9)",0,0
"(2, 18, 10)",1,2132
"(2, 19, 1)",1,5744
"(2, 19, 2)",1,8127
"(2, 19, 3)",1,6086
"(2, 19, 4)",1,8468
"(2, 19, 5)",0,0
"(2, 19, 6)",1,4419
"(2, 19, 7)",1,6784
"(2, 19, 8)",0,0
"(2, 19, 9)",1,7123
"(2, 19, 10)",1,5090
"(2, 20, 1)",1,8664
"(2, 20, 2)",1,357
"(2, 20, 3)",1,8984
"(2, 20, 4)",1,710
"(2, 20, 5)",1,9343
"(2, 20, 6)",1,1067
"(2, 20, 7)",1,9699
"(2, 20, 8)",0,0
"(2, 20, 9)",1,10047
"(2, 20, 10)",1,7974
"(2, 21, 1)",1,4932
"(2, 21, 2)",1,7293
"(2, 21, 3)",1,5259
"(2, 21, 4)",1,3243
"(2, 21, 5)",1,5603
"(2, 21, 6)",1,3590
"(2, 21, 7)",1,5945
"(2, 21, 8)",1,3922
"(2, 21, 9)",1,6298
"(2, 21, 10)",1,4270
"(2, 22, 1)",1,7565
"(2, 22, 2)",1,5542
"(2, 22, 3)",0,0
"(2, 22, 4)",0,0
"(2, 22, 5)",1,3864
"(2, 22, 6)",1,6234
"(2, 22, 7)",1,4209
"(2, 22, 8)",1,2124
"(2, 22, 9)",0,0
"(2, 22, 10)",1,2485
"(2, 23, 1)",1,10024
"(2, 23, 2)",0,0
"(2, 23, 3)",1,10391
"(2, 23, 4)",0,0
"(2, 23, 5)",1,10739
"(2, 23, 6)",0,0
"(2, 23, 7)",1,362
"(2, 23, 8)",1,8989
"(2, 23, 9)",1,715
"(2, 23, 10)",1,9346
"(2, 24, 1)",1,2320
"(2, 24, 2)",1,4738
"(2, 24, 3)",1,2681
"(2, 24, 4)",1,5077
"(2, 24, 5)",1,3038
"(2, 24, 6)",1,899
"(2, 24, 7)",1,3393
"(2, 24, 8)",1,1258
"(2, 24, 9)",1,3727
"(2, 24, 10)",1,1623
"(3, 1, 1)",1,10683
"(3, 1, 2)",1,8610
"(3, 1, 3)",1,308
"(3, 1, 4)",1,8942
"(3, 1, 5)",1,6930
"(3, 1, 6)",1,9306
"(3, 1, 7)",1,7262
"(3, 1, 8)",1,9662
"(3, 1, 9)",1,7602
"(3, 1, 10)",1,10009
"(3, 2, 1)",0,0
"(3, 2, 2)",0,0
"(3, 2, 3)",1,2856
"(3, 2, 4)",0,0
"(3, 2, 5)",1,3211
"(3, 2, 6)",1,5571
"(3, 2, 7)",0,0
"(3, 2, 8)",1,5916
"(3, 2, 9)",0,0
"(3, 2, 10)",0,0
"(3, 3, 1)",1,5153
"(3, 3, 2)",0,0
"(3, 3, 3)",1,5479
"(3, 3, 4)",1,3472
"(3, 3, 5)",0,0
"(3, 3, 6)",1,3818
"(3, 3, 7)",1,1719
"(3, 3, 8)",0,0
"(3, 3, 9)",0,0
"(3, 3, 10)",1,4510
"(3, 4, 1)",1,1348
"(3, 4, 2)",1,9972
"(3, 4, 3)",1,1716
"(3, 4, 4)",1,10342
"(3, 4, 5)",1,8256
"(3, 4, 6)",1,10685
"(3, 4, 7)",1,8613
"(3, 4, 8)",0,0
"(3, 4, 9)",1,8945
"(3, 4, 10)",1,6932
"(3, 5, 1)",1,4357
"(3, 5, 2)",1,2265
"(3, 5, 3)",1,4696
"(3, 5, 4)",1,2638
"(3, 5, 5)",1,514
"(3, 5, 6)",1,3001
"(3, 5, 7)",1,869
"(3, 5, 8)",0,0
"(3, 5, 9)",1,1232
"(3, 5, 10)",1,3699
"(3, 6, 1)",0,0
"(3, 6, 2)",1,5212
"(3, 6, 3)",1,7587
"(3, 6, 4)",0,0
"(3, 6, 5)",1,3545
"(3, 6, 6)",1,5903
"(3, 6, 7)",1,3885
"(3, 6, 8)",0,0
"(3, 6, 9)",1,4226
"(3, 6, 10)",1,6603
"(3, 7, 1)",1,9415
"(3, 7, 2)",0,0
"(3, 7, 3)",1,9768
"(3, 7, 4)",1,7711
"(3, 7, 5)",0,0
"(3, 7, 6)",1,8060
"(3, 7, 7)",1,6024
"(3, 7, 8)",1,8404
"(3, 7, 9)",1,6380
"(3, 7, 10)",1,8755
"(3, 8, 1)",1,1701
"(3, 8, 2)",1,10330
"(3, 8, 3)",1,2064
"(3, 8, 4)",1,10672
"(3, 8, 5)",1,2423
"(3, 8, 6)",1,298
"(3, 8, 7)",1,8936
"(3, 8, 8)",1,655
"(3, 8, 9)",1,9296
"(3, 8, 10)",1,1015
"(3, 9, 1)",1,8601
"(3, 9, 2)",1,6574
"(3, 9, 3)",1,8935
"(3, 9, 4)",1,6920
"(3, 9, 5)",1,4882
"(3, 9, 6)",1,7251
"(3, 9, 7)",1,5216
"(3, 9, 8)",0,0
"(3, 9, 9)",1,5564
"(3, 9, 10)",1,3547
"(3, 10, 1)",1,856
"(3, 10, 2)",0,0
"(3, 10, 3)",0,0
"(3, 10, 4)",1,9846
"(3, 10, 5)",1,7785
"(3, 10, 6)",1,10201
"(3, 10, 7)",1,8136
"(3, 10, 8)",0,0
"(3, 10, 9)",0,0
"(3, 10, 10)",1,163
"(3, 11, 1)",1,3113
"(3, 11, 2)",1,977
"(3, 11, 3)",1,3460
"(3, 11, 4)",0,0
"(3, 11, 5)",1,9956
"(3, 11, 6)",1,1705
"(3, 11, 7)",0,0
"(3, 11, 8)",1,2066
"(3, 11, 9)",0,0
"(3, 11, 10)",0,0
"(3, 12, 1)",1,6008
"(3, 12, 2)",1,3991
"(3, 12, 3)",1,6366
"(3, 12, 4)",1,4349
"(3, 12, 5)",1,6715
"(3, 12, 6)",1,4689
"(3, 12, 7)",1,2629
"(3, 12, 8)",1,5026
"(3, 12, 9)",1,2990
"(3, 12, 10)",1,5357
"(3, 13, 1)",1,8924
"(3, 13, 2)",1,6907
"(3, 13, 3)",1,9281
"(3, 13, 4)",1,7239
"(3, 13, 5)",1,9637
"(3, 13, 6)",1,7575
"(3, 13, 7)",1,5549
"(3, 13, 8)",1,7920
"(3, 13, 9)",1,5888
"(3, 13, 10)",1,8265
"(3, 14, 1)",0,0
"(3, 14, 2)",1,3187
"(3, 14, 3)",1,5546
"(3, 14, 4)",0,0
"(3, 14, 5)",1,1417
"(3, 14, 6)",1,3867
"(3, 14, 7)",0,0
"(3, 14, 8)",0,0
"(3, 14, 9)",1,2126
"(3, 14, 10)",1,10745
"(3, 15, 1)",1,3450
"(3, 15, 2)",1,1327
"(3, 15, 3)",1,3797
"(3, 15, 4)",1,1692
"(3, 15, 5)",0,0
"(3, 15, 6)",1,2054
"(3, 15, 7)",1,10663
"(3, 15, 8)",1,2414
"(3, 15, 9)",1,287
"(3, 15, 10)",1,2790
"(3, 16, 1)",1,10318
"(3, 16, 2)",1,8232
"(3, 16, 3)",1,10660
"(3, 16, 4)",1,8593
"(3, 16, 5)",1,6564
"(3, 16, 6)",1,8926
"(3, 16, 7)",1,6911
"(3, 16, 8)",1,9285
"(3, 16, 9)",1,7242
"(3, 16, 10)",1,9639
"(3, 17, 1)",1,2612
"(3, 17, 2)",1,486
"(3, 17, 3)",1,2969
"(3, 17, 4)",1,845
"(3, 17, 5)",1,3323
"(3, 17, 6)",1,1210
"(3, 17, 7)",1,9835
"(3, 17, 8)",1,1568
"(3, 17, 9)",1,10188
"(3, 17, 10)",1,1927
"(3, 18, 1)",0,0
"(3, 18, 2)",1,7420
"(3, 18, 3)",0,0
"(3, 18, 4)",0,0
"(3, 18, 5)",1,5738
"(3, 18, 6)",1,8122
"(3, 18, 7)",1,6083
"(3, 18, 8)",0,0
"(3, 18, 9)",1,6437
"(3, 18, 10)",0,0
"(3, 19, 1)",0,0
"(3, 19, 2)",0,0
"(3, 19, 3)",1,2112
"(3, 19, 4)",0,0
"(3, 19, 5)",1,8662
"(3, 19, 6)",0,0
"(3, 19, 7)",0,0
"(3, 19, 8)",1,705
"(3, 19, 9)",1,9339
"(3, 19, 10)",0,0
"(3, 20, 1)",1,10647
"(3, 20, 2)",1,8578
"(3, 20, 3)",1,269
"(3, 20, 4)",1,8916
"(3, 20, 5)",1,628
"(3, 20, 6)",1,9273
"(3, 20, 7)",1,7229
"(3, 20, 8)",1,9625
"(3, 20, 9)",1,7564
"(3, 20, 10)",1,9968
"(3, 21, 1)",1,6894
"(3, 21, 2)",1,4856
"(3, 21, 3)",1,7223
"(3, 21, 4)",1,5192
"(3, 21, 5)",1,3174
"(3, 21, 6)",1,5535
"(3, 21, 7)",1,3521
"(3, 21, 8)",1,5879
"(3, 21, 9)",1,3858
"(3, 21, 10)",1,6230
"(3, 22, 1)",1,9818
"(3, 22, 2)",1,7757
"(3, 22, 3)",1,10170
"(3, 22, 4)",1,8111
"(3, 22, 5)",1,6071
"(3, 22, 6)",0,0
"(3, 22, 7)",1,6425
"(3, 22, 8)",1,8796
"(3, 22, 9)",1,6766
"(3, 22, 10)",0,0
"(3, 23, 1)",1,6068
"(3, 23, 2)",0,0
"(3, 23, 3)",1,1963
"(3, 23, 4)",0,0
"(3, 23, 5)",1,2313
"(3, 23, 6)",0,0
"(3, 23, 7)",0,0
"(3, 23, 8)",0,0
"(3, 23, 9)",1,3033
"(3, 23, 10)",1,896
"(3, 24, 1)",1,4327
"(3, 24, 2)",0,0
"(3, 24, 3)",1,4661
"(3, 24, 4)",1,2600
"(3, 24, 5)",1,4996
"(3, 24, 6)",1,2959
"(3, 24, 7)",1,836
"(3, 24, 8)",1,3315
"(3, 24, 9)",1,1201
"(3, 24, 10)",1,3658
"(4, 1, 1)",1,5043
"(4, 1, 2)",1,7404
"(4, 1, 3)",1,5372
"(4, 1, 4)",1,7754
"(4, 1, 5)",1,5725
"(4, 1, 6)",1,8108
"(4, 1, 7)",1,6067
"(4, 1, 8)",1,4054
"(4, 1, 9)",1,6421
"(4, 1, 10)",1,4397
"(4, 2, 1)",1,7190
"(4, 2, 2)",1,9582
"(4, 2, 3)",1,7524
"(4, 2, 4)",1,9930
"(4, 2, 5)",1,7877
"(4, 2, 6)",1,10308
"(4, 2, 7)",1,8218
"(4, 2, 8)",1,6199
"(4, 2, 9)",1,8575
"(4, 2, 10)",1,6548
"(4, 3, 1)",0,0
"(4, 3, 2)",1,1871
"(4, 3, 3)",0,0
"(4, 3, 4)",1,2234
"(4, 3, 5)",1,104
"(4, 3, 6)",1,2597
"(4, 3, 7)",0,0
"(4, 3, 8)",1,9111
"(4, 3, 9)",0,0
"(4, 3, 10)",1,9464
"(4, 4, 1)",1,6878
"(4, 4, 2)",1,4838
"(4, 4, 3)",1,2814
"(4, 4, 4)",1,5179
"(4, 4, 5)",1,3160
"(4, 4, 6)",1,5517
"(4, 4, 7)",1,3505
"(4, 4, 8)",1,5861
"(4, 4, 9)",1,3843
"(4, 4, 10)",1,1751
"(4, 5, 1)",1,9304
"(4, 5, 2)",1,1023
"(4, 5, 3)",1,9661
"(4, 5, 4)",1,1386
"(4, 5, 5)",1,10007
"(4, 5, 6)",1,7945
"(4, 5, 7)",1,10374
"(4, 5, 8)",1,8293
"(4, 5, 9)",1,10717
"(4, 5, 10)",1,8647
"(4, 6, 1)",1,1301
"(4, 6, 2)",0,0
"(4, 6, 3)",0,0
"(4, 6, 4)",0,0
"(4, 6, 5)",1,8205
"(4, 6, 6)",1,10631
"(4, 6, 7)",0,0
"(4, 6, 8)",1,253
"(4, 6, 9)",1,8899
"(4, 6, 10)",1,6880
"(4, 7, 1)",0,0
"(4, 7, 2)",0,0
"(4, 7, 3)",1,4158
"(4, 7, 4)",1,6534
"(4, 7, 5)",1,4508
"(4, 7, 6)",1,6879
"(4, 7, 7)",1,4841
"(4, 7, 8)",1,2815
"(4, 7, 9)",0,0
"(4, 7, 10)",1,3162
"(4, 8, 1)",1,461
"(4, 8, 2)",1,9092
"(4, 8, 3)",1,7068
"(4, 8, 4)",1,9448
"(4, 8, 5)",1,7397
"(4, 8, 6)",1,9804
"(4, 8, 7)",1,7744
"(4, 8, 8)",1,5716
"(4, 8, 9)",1,8098
"(4, 8, 10)",1,6056
"(4, 9, 1)",1,2998
"(4, 9, 2)",1,5366
"(4, 9, 3)",1,3353
"(4, 9, 4)",1,5712
"(4, 9, 5)",1,3698
"(4, 9, 6)",1,1596
"(4, 9, 7)",1,4041
"(4, 9, 8)",1,1950
"(4, 9, 9)",1,4386
"(4, 9, 10)",1,2299
"(4, 10, 1)",0,0
"(4, 10, 2)",0,0
"(4, 10, 3)",1,1504
"(4, 10, 4)",1,3959
"(4, 10, 5)",1,1862
"(4, 10, 6)",1,4313
"(4, 10, 7)",1,2225
"(4, 10, 8)",0,0
"(4, 10, 9)",0,0
"(4, 10, 10)",1,464
"(4, 11, 1)",0,0
"(4, 11, 2)",0,0
"(4, 11, 3)",1,4500
"(4, 11, 4)",0,0
"(4, 11, 5)",0,0
"(4, 11, 6)",1,7197
"(4, 11, 7)",1,5169
"(4, 11, 8)",0,0
"(4, 11, 9)",1,5502
"(4, 11, 10)",1,3495
"(4, 12, 1)",1,297
"(4, 12, 2)",1,2800
"(4, 12, 3)",1,653
"(4, 12, 4)",1,3145
"(4, 12, 5)",1,1012
"(4, 12, 6)",1,3494
"(4, 12, 7)",1,1371
"(4, 12, 8)",1,9997
"(4, 12, 9)",1,1736
"(4, 12, 10)",1,10365
"(4, 13, 1)",1,7728
"(4, 13, 2)",1,5694
"(4, 13, 3)",1,3686
