"( Bay_id , aisle_id , level_id )",Pallet_id
"(5,23,6)",1
"(2,8,3)",2
"(50,22,10)",3
"(22,11,9)",4
"(14,14,1)",5
"(50,6,2)",6
"(2,11,8)",7
"(43,24,10)",8
"(23,24,9)",9
"(5,16,3)",10
"(34,9,4)",11
"(13,5,8)",12
"(22,4,6)",13
"(2,4,5)",14
"(42,20,8)",15
"(6,7,8)",16
"(34,2,1)",17
"(46,24,7)",18
"(30,15,10)",19
"(5,8,4)",20
"(5,11,9)",21
"(42,13,5)",22
"(26,24,10)",23
"(42,16,10)",24
"(54,19,3)",25
"(17,9,4)",26
"(5,1,1)",27
"(46,20,9)",28
"(53,15,8)",29
"(30,8,7)",30
"(8,8,1)",31
"(5,4,6)",32
"(45,21,5)",33
"(38,22,5)",34
"(50,3,10)",35
"(17,18,9)",36
"(26,17,7)",37
"(42,9,7)",38
"(17,2,1)",39
"(29,24,7)",40
"(9,24,6)",41
"(18,23,4)",42
"(46,12,10)",43
"(38,15,2)",44
"(8,4,3)",45
"(38,18,7)",46
"(25,13,5)",47
"(29,17,4)",48
"(37,19,3)",49
"(42,1,8)",50
"(34,24,2)",51
"(46,5,7)",52
"(41,23,2)",53
"(13,20,6)",54
"(38,11,4)",55
"(33,3,10)",56
"(21,22,5)",57
"(45,9,8)",58
"(25,9,7)",59
"(32,24,8)",60
"(29,12,10)",61
"(41,15,3)",62
"(9,12,9)",63
"(21,15,2)",64
"(53,21,1)",65
"(41,18,8)",66
"(38,3,5)",67
"(32,17,5)",68
"(12,17,4)",69
"(50,9,3)",70
"(45,1,9)",71
"(25,1,8)",72
"(32,20,10)",73
"(24,23,2)",74
"(29,5,7)",75
"(37,7,6)",76
"(41,11,5)",77
"(9,4,10)",78
"(13,8,9)",79
"(48,9,9)",80
"(40,12,1)",81
"(51,14,4)",82
"(12,12,10)",83
"(4,15,2)",84
"(24,15,3)",85
"(36,21,1)",86
"(41,3,6)",87
"(21,3,5)",88
"(24,18,8)",89
"(56,4,5)",90
"(15,17,5)",91
"(33,9,3)",92
"(28,1,9)",93
"(27,23,3)",94
"(32,5,8)",95
"(12,5,7)",96
"(43,12,2)",97
"(23,12,1)",98
"(45,24,6)",99
"(25,24,5)",100
"(8,14,7)",101
"(52,22,10)",102
"(32,1,10)",103
"(7,15,3)",104
"(24,4,2)",105
"(19,21,1)",106
"(51,2,7)",107
"(4,3,5)",108
"(24,3,6)",109
"(8,7,4)",110
"(43,8,4)",111
"(16,9,3)",112
"(52,15,7)",113
"(20,13,2)",114
"(15,5,8)",115
"(37,22,4)",116
"(27,11,6)",117
"(44,21,4)",118
"(49,3,9)",119
"(7,11,5)",120
"(16,18,8)",121
"(44,20,8)",122
"(48,24,7)",123
"(28,24,6)",124
"(45,12,9)",125
"(25,12,8)",126
"(8,2,10)",127
"(7,4,2)",128
"(27,4,3)",129
"(35,6,2)",130
"(44,13,5)",131
"(7,3,6)",132
"(48,17,4)",133
"(9,15,10)",134
"(28,17,3)",135
"(44,16,10)",136
"(56,19,3)",137
"(48,20,9)",138
"(40,23,1)",139
"(10,8,1)",140
"(12,20,5)",141
"(47,21,5)",142
"(52,3,10)",143
"(25,4,9)",144
"(12,23,10)",145
"(44,9,7)",146
"(39,2,2)",147
"(51,24,8)",148
"(31,24,7)",149
"(11,24,6)",150
"(48,12,10)",151
"(28,12,9)",152
"(55,11,10)",153
"(10,4,3)",154
"(51,17,5)",155
"(31,17,4)",156
"(11,17,3)",157
"(44,1,8)",158
"(51,20,10)",159
"(43,23,2)",160
"(4,21,8)",161
"(6,13,3)",162
"(18,15,7)",163
"(23,23,1)",164
"(31,20,9)",165
"(15,20,6)",166
"(30,21,5)",167
"(35,3,10)",168
"(47,9,8)",169
"(6,22,8)",170
"(2,2,1)",171
"(51,13,7)",172
"(14,24,7)",173
"(3,10,10)",174
"(31,12,10)",175
"(11,12,9)",176
"(43,15,3)",177
"(15,16,8)",178
"(46,22,3)",179
"(23,18,7)",180
"(47,2,5)",181
"(14,17,4)",182
"(40,6,10)",183
"(51,5,8)",184
