"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",1,1959
"(1, 1, 2)",1,3477
"(1, 1, 3)",1,2190
"(1, 1, 4)",1,3707
"(1, 1, 5)",0,0
"(1, 1, 6)",0,0
"(1, 1, 7)",1,2640
"(1, 1, 8)",1,1320
"(1, 1, 9)",0,0
"(1, 1, 10)",1,1534
"(1, 2, 1)",1,3822
"(1, 2, 2)",0,0
"(1, 2, 3)",1,4053
"(1, 2, 4)",1,5532
"(1, 2, 5)",0,0
"(1, 2, 6)",0,0
"(1, 2, 7)",0,0
"(1, 2, 8)",1,3187
"(1, 2, 9)",0,0
"(1, 2, 10)",0,0
"(1, 3, 1)",0,0
"(1, 3, 2)",0,0
"(1, 3, 3)",0,0
"(1, 3, 4)",1,4458
"(1, 3, 5)",0,0
"(1, 3, 6)",1,4673
"(1, 3, 7)",0,0
"(1, 3, 8)",1,4903
"(1, 3, 9)",0,0
"(1, 3, 10)",0,0
"(1, 4, 1)",0,0
"(1, 4, 2)",1,1834
"(1, 4, 3)",1,545
"(1, 4, 4)",1,2064
"(1, 4, 5)",0,0
"(1, 4, 6)",1,2288
"(1, 4, 7)",0,0
"(1, 4, 8)",1,6393
"(1, 4, 9)",0,0
"(1, 4, 10)",1,6622
"(1, 5, 1)",1,5001
"(1, 5, 2)",1,3699
"(1, 5, 3)",1,2410
"(1, 5, 4)",0,0
"(1, 5, 5)",1,2635
"(1, 5, 6)",0,0
"(1, 5, 7)",1,2868
"(1, 5, 8)",1,4370
"(1, 5, 9)",0,0
"(1, 5, 10)",1,1757
"(1, 6, 1)",0,0
"(1, 6, 2)",0,0
"(1, 6, 3)",0,0
"(1, 6, 4)",0,0
"(1, 6, 5)",1,245
"(1, 6, 6)",0,0
"(1, 6, 7)",1,463
"(1, 6, 8)",0,0
"(1, 6, 9)",0,0
"(1, 6, 10)",0,0
"(1, 7, 1)",0,0
"(1, 7, 2)",0,0
"(1, 7, 3)",1,5621
"(1, 7, 4)",0,0
"(1, 7, 5)",1,5838
"(1, 7, 6)",0,0
"(1, 7, 7)",0,0
"(1, 7, 8)",1,853
"(1, 7, 9)",0,0
"(1, 7, 10)",0,0
"(1, 8, 1)",0,0
"(1, 8, 2)",0,0
"(1, 8, 3)",1,3572
"(1, 8, 4)",1,2281
"(1, 8, 5)",1,969
"(1, 8, 6)",0,0
"(1, 8, 7)",0,0
"(1, 8, 8)",1,2740
"(1, 8, 9)",0,0
"(1, 8, 10)",0,0
"(1, 9, 1)",1,4911
"(1, 9, 2)",1,6387
"(1, 9, 3)",0,0
"(1, 9, 4)",1,6617
"(1, 9, 5)",1,5323
"(1, 9, 6)",1,118
"(1, 9, 7)",1,5529
"(1, 9, 8)",1,4264
"(1, 9, 9)",0,0
"(1, 9, 10)",0,0
"(1, 10, 1)",1,2857
"(1, 10, 2)",0,0
"(1, 10, 3)",0,0
"(1, 10, 4)",1,1751
"(1, 10, 5)",0,0
"(1, 10, 6)",1,1962
"(1, 10, 7)",0,0
"(1, 10, 8)",0,0
"(1, 10, 9)",0,0
"(1, 10, 10)",0,0
"(1, 11, 1)",0,0
"(1, 11, 2)",0,0
"(1, 11, 3)",0,0
"(1, 11, 4)",1,3149
"(1, 11, 5)",1,1825
"(1, 11, 6)",1,3345
"(1, 11, 7)",1,2056
"(1, 11, 8)",0,0
"(1, 11, 9)",0,0
"(1, 11, 10)",0,0
"(1, 12, 1)",0,0
"(1, 12, 2)",0,0
"(1, 12, 3)",0,0
"(1, 12, 4)",1,4998
"(1, 12, 5)",1,3695
"(1, 12, 6)",1,5217
"(1, 12, 7)",1,3933
"(1, 12, 8)",0,0
"(1, 12, 9)",0,0
"(1, 12, 10)",1,2863
"(1, 13, 1)",1,872
"(1, 13, 2)",1,2407
"(1, 13, 3)",1,1101
"(1, 13, 4)",1,2630
"(1, 13, 5)",1,1309
"(1, 13, 6)",1,2860
"(1, 13, 7)",0,0
"(1, 13, 8)",1,242
"(1, 13, 9)",1,1754
"(1, 13, 10)",0,0
"(1, 14, 1)",1,2753
"(1, 14, 2)",0,0
"(1, 14, 3)",0,0
"(1, 14, 4)",1,4479
"(1, 14, 5)",0,0
"(1, 14, 6)",0,0
"(1, 14, 7)",0,0
"(1, 14, 8)",0,0
"(1, 14, 9)",1,3605
"(1, 14, 10)",0,0
"(1, 15, 1)",0,0
"(1, 15, 2)",1,3139
"(1, 15, 3)",0,0
"(1, 15, 4)",0,0
"(1, 15, 5)",0,0
"(1, 15, 6)",0,0
"(1, 15, 7)",0,0
"(1, 15, 8)",1,3794
"(1, 15, 9)",0,0
"(1, 15, 10)",1,4026
"(1, 16, 1)",1,2050
"(1, 16, 2)",1,751
"(1, 16, 3)",0,0
"(1, 16, 4)",0,0
"(1, 16, 5)",0,0
"(1, 16, 6)",1,1190
"(1, 16, 7)",1,6614
"(1, 16, 8)",1,1408
"(1, 16, 9)",0,0
"(1, 16, 10)",1,5527
"(1, 17, 1)",0,0
"(1, 17, 2)",0,0
"(1, 17, 3)",1,1303
"(1, 17, 4)",0,0
"(1, 17, 5)",0,0
"(1, 17, 6)",1,3060
"(1, 17, 7)",1,1748
"(1, 17, 8)",1,3266
"(1, 17, 9)",1,1957
"(1, 17, 10)",1,672
