"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(1, 1, 1)",1,2393
"(1, 1, 2)",1,4185
"(1, 1, 3)",0,0
"(1, 1, 4)",1,4453
"(1, 1, 5)",0,0
"(1, 1, 6)",1,1371
"(1, 1, 7)",1,3172
"(1, 1, 8)",0,0
"(1, 1, 9)",1,3436
"(1, 1, 10)",1,1879
"(1, 2, 1)",1,4587
"(1, 2, 2)",1,6370
"(1, 2, 3)",0,0
"(1, 2, 4)",0,0
"(1, 2, 5)",0,0
"(1, 2, 6)",0,0
"(1, 2, 7)",0,0
"(1, 2, 8)",0,0
"(1, 2, 9)",0,0
"(1, 2, 10)",1,4082
"(1, 3, 1)",0,0
"(1, 3, 2)",1,5056
"(1, 3, 3)",0,0
"(1, 3, 4)",1,5314
"(1, 3, 5)",0,0
"(1, 3, 6)",1,5552
"(1, 3, 7)",1,4042
"(1, 3, 8)",0,0
"(1, 3, 9)",0,0
"(1, 3, 10)",1,2755
"(1, 4, 1)",1,3784
"(1, 4, 2)",1,2240
"(1, 4, 3)",1,677
"(1, 4, 4)",1,2498
"(1, 4, 5)",1,937
"(1, 4, 6)",1,2750
"(1, 4, 7)",1,1203
"(1, 4, 8)",1,7694
"(1, 4, 9)",1,1479
"(1, 4, 10)",1,7945
"(1, 5, 1)",1,5941
"(1, 5, 2)",1,4446
"(1, 5, 3)",1,2908
"(1, 5, 4)",1,4699
"(1, 5, 5)",1,3166
"(1, 5, 6)",0,0
"(1, 5, 7)",1,3431
"(1, 5, 8)",0,0
"(1, 5, 9)",1,3688
"(1, 5, 10)",1,2149
"(1, 6, 1)",1,7844
"(1, 6, 2)",0,0
"(1, 6, 3)",0,0
"(1, 6, 4)",0,0
"(1, 6, 5)",1,314
"(1, 6, 6)",0,0
"(1, 6, 7)",0,0
"(1, 6, 8)",0,0
"(1, 6, 9)",0,0
"(1, 6, 10)",0,0
"(1, 7, 1)",0,0
"(1, 7, 2)",0,0
"(1, 7, 3)",1,6728
"(1, 7, 4)",0,0
"(1, 7, 5)",0,0
"(1, 7, 6)",1,785
"(1, 7, 7)",1,7281
"(1, 7, 8)",1,1051
"(1, 7, 9)",0,0
"(1, 7, 10)",1,5945
"(1, 8, 1)",0,0
"(1, 8, 2)",0,0
"(1, 8, 3)",1,4299
"(1, 8, 4)",1,2742
"(1, 8, 5)",0,0
"(1, 8, 6)",1,3027
"(1, 8, 7)",1,1475
"(1, 8, 8)",1,3294
"(1, 8, 9)",0,0
"(1, 8, 10)",1,159
"(1, 9, 1)",1,5827
"(1, 9, 2)",1,7687
"(1, 9, 3)",1,6094
"(1, 9, 4)",1,7941
"(1, 9, 5)",1,6368
"(1, 9, 6)",1,158
"(1, 9, 7)",1,6634
"(1, 9, 8)",1,5086
"(1, 9, 9)",1,6891
"(1, 9, 10)",1,5349
"(1, 10, 1)",1,3423
"(1, 10, 2)",0,0
"(1, 10, 3)",0,0
"(1, 10, 4)",1,2142
"(1, 10, 5)",0,0
"(1, 10, 6)",0,0
"(1, 10, 7)",1,830
"(1, 10, 8)",0,0
"(1, 10, 9)",0,0
"(1, 10, 10)",1,7582
"(1, 11, 1)",0,0
"(1, 11, 2)",0,0
"(1, 11, 3)",1,1972
"(1, 11, 4)",0,0
"(1, 11, 5)",0,0
"(1, 11, 6)",0,0
"(1, 11, 7)",1,2491
"(1, 11, 8)",1,4300
"(1, 11, 9)",0,0
"(1, 11, 10)",1,1197
"(1, 12, 1)",1,7269
"(1, 12, 2)",1,5688
"(1, 12, 3)",1,4174
"(1, 12, 4)",1,5938
"(1, 12, 5)",1,4442
"(1, 12, 6)",0,0
"(1, 12, 7)",1,4695
"(1, 12, 8)",1,6497
"(1, 12, 9)",1,4954
"(1, 12, 10)",1,3427
"(1, 13, 1)",1,1074
"(1, 13, 2)",1,2901
"(1, 13, 3)",0,0
"(1, 13, 4)",1,3159
"(1, 13, 5)",1,1604
"(1, 13, 6)",1,3425
"(1, 13, 7)",1,1866
"(1, 13, 8)",0,0
"(1, 13, 9)",1,2145
"(1, 13, 10)",1,584
"(1, 14, 1)",1,3312
"(1, 14, 2)",0,0
"(1, 14, 3)",0,0
"(1, 14, 4)",1,5340
"(1, 14, 5)",1,3814
"(1, 14, 6)",0,0
"(1, 14, 7)",0,0
"(1, 14, 8)",0,0
"(1, 14, 9)",1,4336
"(1, 14, 10)",0,0
"(1, 15, 1)",0,0
"(1, 15, 2)",1,3769
"(1, 15, 3)",0,0
"(1, 15, 4)",0,0
"(1, 15, 5)",0,0
"(1, 15, 6)",1,4296
"(1, 15, 7)",0,0
"(1, 15, 8)",1,4556
"(1, 15, 9)",0,0
"(1, 15, 10)",1,4815
"(1, 16, 1)",0,0
"(1, 16, 2)",1,925
"(1, 16, 3)",1,7411
"(1, 16, 4)",1,1193
"(1, 16, 5)",0,0
"(1, 16, 6)",1,1470
"(1, 16, 7)",1,7939
"(1, 16, 8)",1,1717
"(1, 16, 9)",0,0
"(1, 16, 10)",1,6630
"(1, 17, 1)",1,4688
"(1, 17, 2)",1,3153
"(1, 17, 3)",1,1597
"(1, 17, 4)",0,0
"(1, 17, 5)",1,1862
"(1, 17, 6)",1,3673
"(1, 17, 7)",1,2137
"(1, 17, 8)",1,3934
"(1, 17, 9)",1,2391
"(1, 17, 10)",1,821
"(1, 18, 1)",0,0
"(1, 18, 2)",0,0
"(1, 18, 3)",0,0
"(1, 18, 4)",0,0
"(1, 18, 5)",1,7040
"(1, 18, 6)",1,819
"(1, 18, 7)",0,0
"(1, 18, 8)",0,0
"(1, 18, 9)",0,0
"(1, 18, 10)",1,5986
"(1, 19, 1)",1,518
"(1, 19, 2)",1,6994
"(1, 19, 3)",0,0
"(1, 19, 4)",0,0
"(1, 19, 5)",0,0
"(1, 19, 6)",0,0
"(1, 19, 7)",1,5931
"(1, 19, 8)",1,7806
"(1, 19, 9)",0,0
"(1, 19, 10)",1,8055
"(1, 20, 1)",1,5681
"(1, 20, 2)",1,4165
"(1, 20, 3)",1,2629
"(1, 20, 4)",1,4437
"(1, 20, 5)",1,2899
"(1, 20, 6)",1,4690
"(1, 20, 7)",1,3155
"(1, 20, 8)",1,1599
"(1, 20, 9)",1,3421
"(1, 20, 10)",1,1864
"(1, 21, 1)",1,7935
"(1, 21, 2)",0,0
"(1, 21, 3)",1,4833
"(1, 21, 4)",1,6623
"(1, 21, 5)",1,5080
"(1, 21, 6)",1,6881
"(1, 21, 7)",1,5337
"(1, 21, 8)",0,0
"(1, 21, 9)",1,5570
"(1, 21, 10)",1,4064
"(1, 22, 1)",0,0
"(1, 22, 2)",0,0
"(1, 22, 3)",1,7037
"(1, 22, 4)",0,0
"(1, 22, 5)",1,7310
"(1, 22, 6)",0,0
"(1, 22, 7)",0,0
"(1, 22, 8)",0,0
"(1, 22, 9)",0,0
"(1, 22, 10)",0,0
"(1, 23, 1)",0,0
"(1, 23, 2)",1,2219
"(1, 23, 3)",0,0
"(1, 23, 4)",0,0
"(1, 23, 5)",0,0
"(1, 23, 6)",0,0
"(1, 23, 7)",0,0
"(1, 23, 8)",0,0
"(1, 23, 9)",1,1466
"(1, 23, 10)",0,0
"(1, 24, 1)",1,5923
"(1, 24, 2)",1,4431
"(1, 24, 3)",0,0
"(1, 24, 4)",1,4686
"(1, 24, 5)",1,3147
"(1, 24, 6)",0,0
"(1, 24, 7)",1,3417
"(1, 24, 8)",1,5202
"(1, 24, 9)",1,3666
"(1, 24, 10)",1,5443
"(2, 1, 1)",1,2982
"(2, 1, 2)",1,4774
"(2, 1, 3)",1,3259
"(2, 1, 4)",1,5031
"(2, 1, 5)",1,3502
"(2, 1, 6)",1,5291
"(2, 1, 7)",1,3762
"(2, 1, 8)",0,0
"(2, 1, 9)",1,4026
"(2, 1, 10)",1,2478
"(2, 2, 1)",1,125
"(2, 2, 2)",1,1953
"(2, 2, 3)",0,0
"(2, 2, 4)",0,0
"(2, 2, 5)",1,658
"(2, 2, 6)",0,0
"(2, 2, 7)",1,921
"(2, 2, 8)",0,0
"(2, 2, 9)",0,0
"(2, 2, 10)",0,0
"(2, 3, 1)",1,2369
"(2, 3, 2)",1,4158
"(2, 3, 3)",0,0
"(2, 3, 4)",1,4428
"(2, 3, 5)",1,2893
"(2, 3, 6)",0,0
"(2, 3, 7)",0,0
"(2, 3, 8)",0,0
"(2, 3, 9)",0,0
"(2, 3, 10)",1,1852
"(2, 4, 1)",1,7542
"(2, 4, 2)",1,1340
"(2, 4, 3)",0,0
"(2, 4, 4)",1,6223
"(2, 4, 5)",1,10
"(2, 4, 6)",1,6507
"(2, 4, 7)",0,0
"(2, 4, 8)",1,6754
"(2, 4, 9)",0,0
"(2, 4, 10)",1,7035
"(2, 5, 1)",1,1724
"(2, 5, 2)",1,3546
"(2, 5, 3)",1,1998
"(2, 5, 4)",1,437
"(2, 5, 5)",1,2265
"(2, 5, 6)",1,692
"(2, 5, 7)",1,2517
"(2, 5, 8)",1,953
"(2, 5, 9)",0,0
"(2, 5, 10)",0,0
"(2, 6, 1)",1,393
"(2, 6, 2)",1,2211
"(2, 6, 3)",0,0
"(2, 6, 4)",0,0
"(2, 6, 5)",1,915
"(2, 6, 6)",0,0
"(2, 6, 7)",1,1181
"(2, 6, 8)",0,0
"(2, 6, 9)",0,0
"(2, 6, 10)",0,0
"(2, 7, 1)",0,0
"(2, 7, 2)",0,0
"(2, 7, 3)",0,0
"(2, 7, 4)",0,0
"(2, 7, 5)",1,6078
"(2, 7, 6)",0,0
"(2, 7, 7)",1,6352
"(2, 7, 8)",0,0
"(2, 7, 9)",0,0
"(2, 7, 10)",0,0
"(2, 8, 1)",1,7815
"(2, 8, 2)",1,1581
"(2, 8, 3)",1,1
"(2, 8, 4)",1,1842
"(2, 8, 5)",1,291
"(2, 8, 6)",1,6748
"(2, 8, 7)",1,561
"(2, 8, 8)",0,0
"(2, 8, 9)",0,0
"(2, 8, 10)",1,7304
"(2, 9, 1)",1,4957
"(2, 9, 2)",1,6746
"(2, 9, 3)",1,5218
"(2, 9, 4)",1,3687
"(2, 9, 5)",1,5460
"(2, 9, 6)",1,3944
"(2, 9, 7)",1,5719
"(2, 9, 8)",1,4199
"(2, 9, 9)",0,0
"(2, 9, 10)",1,4469
"(2, 10, 1)",0,0
"(2, 10, 2)",1,5422
"(2, 10, 3)",1,3896
"(2, 10, 4)",1,5667
"(2, 10, 5)",0,0
"(2, 10, 6)",0,0
"(2, 10, 7)",0,0
"(2, 10, 8)",0,0
"(2, 10, 9)",0,0
"(2, 10, 10)",0,0
"(2, 11, 1)",1,784
"(2, 11, 2)",0,0
"(2, 11, 3)",0,0
"(2, 11, 4)",0,0
"(2, 11, 5)",0,0
"(2, 11, 6)",0,0
"(2, 11, 7)",0,0
"(2, 11, 8)",1,3
"(2, 11, 9)",1,1845
"(2, 11, 10)",0,0
"(2, 12, 1)",1,3024
"(2, 12, 2)",0,0
"(2, 12, 3)",0,0
"(2, 12, 4)",0,0
"(2, 12, 5)",0,0
"(2, 12, 6)",0,0
"(2, 12, 7)",1,3798
"(2, 12, 8)",1,2257
"(2, 12, 9)",1,4053
"(2, 12, 10)",1,2513
"(2, 13, 1)",1,5212
"(2, 13, 2)",1,7021
"(2, 13, 3)",1,5452
"(2, 13, 4)",1,7293
"(2, 13, 5)",0,0
"(2, 13, 6)",1,4193
"(2, 13, 7)",1,5956
"(2, 13, 8)",0,0
"(2, 13, 9)",1,6227
"(2, 13, 10)",1,4710
"(2, 14, 1)",1,6846
"(2, 14, 2)",0,0
"(2, 14, 3)",1,7126
"(2, 14, 4)",0,0
"(2, 14, 5)",0,0
"(2, 14, 6)",0,0
"(2, 14, 7)",0,0
"(2, 14, 8)",0,0
"(2, 14, 9)",0,0
"(2, 14, 10)",0,0
"(2, 15, 1)",1,1045
"(2, 15, 2)",1,2874
"(2, 15, 3)",0,0
"(2, 15, 4)",0,0
"(2, 15, 5)",0,0
"(2, 15, 6)",0,0
"(2, 15, 7)",1,1833
"(2, 15, 8)",0,0
"(2, 15, 9)",0,0
"(2, 15, 10)",0,0
"(2, 16, 1)",1,6214
"(2, 16, 2)",1,8060
"(2, 16, 3)",1,6496
"(2, 16, 4)",1,4953
"(2, 16, 5)",0,0
"(2, 16, 6)",1,5214
"(2, 16, 7)",1,7024
"(2, 16, 8)",1,5455
"(2, 16, 9)",1,7297
"(2, 16, 10)",1,5712
"(2, 17, 1)",1,428
"(2, 17, 2)",1,2244
"(2, 17, 3)",0,0
"(2, 17, 4)",1,2501
"(2, 17, 5)",1,940
"(2, 17, 6)",0,0
"(2, 17, 7)",1,1208
"(2, 17, 8)",1,7699
"(2, 17, 9)",1,1481
"(2, 17, 10)",1,7950
"(2, 18, 1)",1,2104
"(2, 18, 2)",1,3887
"(2, 18, 3)",0,0
"(2, 18, 4)",1,4141
"(2, 18, 5)",1,2606
"(2, 18, 6)",0,0
"(2, 18, 7)",0,0
"(2, 18, 8)",0,0
"(2, 18, 9)",0,0
"(2, 18, 10)",0,0
"(2, 19, 1)",0,0
"(2, 19, 2)",0,0
"(2, 19, 3)",0,0
"(2, 19, 4)",1,6337
"(2, 19, 5)",1,4812
"(2, 19, 6)",0,0
"(2, 19, 7)",1,5063
"(2, 19, 8)",0,0
"(2, 19, 9)",0,0
"(2, 19, 10)",0,0
"(2, 20, 1)",0,0
"(2, 20, 2)",1,278
"(2, 20, 3)",1,6732
"(2, 20, 4)",1,543
"(2, 20, 5)",1,7015
"(2, 20, 6)",1,791
"(2, 20, 7)",1,7284
"(2, 20, 8)",1,5701
"(2, 20, 9)",1,7539
"(2, 20, 10)",0,0
"(2, 21, 1)",1,3671
"(2, 21, 2)",1,5446
"(2, 21, 3)",1,3932
"(2, 21, 4)",1,2389
"(2, 21, 5)",0,0
"(2, 21, 6)",1,2645
"(2, 21, 7)",1,4450
"(2, 21, 8)",1,2911
"(2, 21, 9)",1,4702
"(2, 21, 10)",1,3169
"(2, 22, 1)",1,5645
"(2, 22, 2)",1,4134
"(2, 22, 3)",1,2595
"(2, 22, 4)",0,0
"(2, 22, 5)",0,0
"(2, 22, 6)",1,4657
"(2, 22, 7)",0,0
"(2, 22, 8)",1,1573
"(2, 22, 9)",1,3393
"(2, 22, 10)",0,0
"(2, 23, 1)",0,0
"(2, 23, 2)",0,0
"(2, 23, 3)",0,0
"(2, 23, 4)",0,0
"(2, 23, 5)",0,0
"(2, 23, 6)",1,6492
"(2, 23, 7)",0,0
"(2, 23, 8)",1,6734
"(2, 23, 9)",1,546
"(2, 23, 10)",0,0
"(2, 24, 1)",1,1709
"(2, 24, 2)",1,3525
"(2, 24, 3)",0,0
"(2, 24, 4)",0,0
"(2, 24, 5)",1,2238
"(2, 24, 6)",1,673
"(2, 24, 7)",1,2495
"(2, 24, 8)",1,933
"(2, 24, 9)",1,2747
"(2, 24, 10)",1,1200
"(3, 1, 1)",1,8009
"(3, 1, 2)",1,6449
"(3, 1, 3)",1,240
"(3, 1, 4)",1,6700
"(3, 1, 5)",0,0
"(3, 1, 6)",1,6982
"(3, 1, 7)",1,5428
"(3, 1, 8)",1,7255
"(3, 1, 9)",1,5675
"(3, 1, 10)",1,7512
"(3, 2, 1)",1,5169
"(3, 2, 2)",0,0
"(3, 2, 3)",0,0
"(3, 2, 4)",1,3903
"(3, 2, 5)",0,0
"(3, 2, 6)",1,4154
"(3, 2, 7)",1,2616
"(3, 2, 8)",1,4423
"(3, 2, 9)",1,2891
"(3, 2, 10)",0,0
"(3, 3, 1)",0,0
"(3, 3, 2)",0,0
"(3, 3, 3)",1,4091
"(3, 3, 4)",0,0
"(3, 3, 5)",0,0
"(3, 3, 6)",1,2829
"(3, 3, 7)",1,1277
"(3, 3, 8)",1,3085
"(3, 3, 9)",0,0
"(3, 3, 10)",0,0
"(3, 4, 1)",1,995
"(3, 4, 2)",1,7480
"(3, 4, 3)",1,1273
"(3, 4, 4)",1,7763
"(3, 4, 5)",0,0
"(3, 4, 6)",1,8011
"(3, 4, 7)",1,6450
"(3, 4, 8)",1,242
"(3, 4, 9)",1,6702
"(3, 4, 10)",1,5172
"(3, 5, 1)",1,3245
"(3, 5, 2)",1,1668
"(3, 5, 3)",0,0
"(3, 5, 4)",0,0
"(3, 5, 5)",1,392
"(3, 5, 6)",1,2209
"(3, 5, 7)",0,0
"(3, 5, 8)",0,0
"(3, 5, 9)",1,913
"(3, 5, 10)",1,2727
"(3, 6, 1)",0,0
"(3, 6, 2)",0,0
"(3, 6, 3)",0,0
"(3, 6, 4)",0,0
"(3, 6, 5)",0,0
"(3, 6, 6)",0,0
"(3, 6, 7)",0,0
"(3, 6, 8)",0,0
"(3, 6, 9)",0,0
"(3, 6, 10)",0,0
"(3, 7, 1)",0,0
"(3, 7, 2)",0,0
"(3, 7, 3)",0,0
"(3, 7, 4)",0,0
"(3, 7, 5)",0,0
"(3, 7, 6)",0,0
"(3, 7, 7)",0,0
"(3, 7, 8)",0,0
"(3, 7, 9)",0,0
"(3, 7, 10)",0,0
"(3, 8, 1)",1,1262
"(3, 8, 2)",1,7750
"(3, 8, 3)",1,1528
"(3, 8, 4)",0,0
"(3, 8, 5)",1,1785
"(3, 8, 6)",0,0
"(3, 8, 7)",0,0
"(3, 8, 8)",1,504
"(3, 8, 9)",0,0
"(3, 8, 10)",1,753
"(3, 9, 1)",1,6441
"(3, 9, 2)",1,4909
"(3, 9, 3)",1,6694
"(3, 9, 4)",1,5162
"(3, 9, 5)",1,3636
"(3, 9, 6)",1,5419
"(3, 9, 7)",1,3894
"(3, 9, 8)",0,0
"(3, 9, 9)",0,0
"(3, 9, 10)",1,2611
"(3, 10, 1)",0,0
"(3, 10, 2)",0,0
"(3, 10, 3)",1,900
"(3, 10, 4)",0,0
"(3, 10, 5)",0,0
"(3, 10, 6)",1,7657
"(3, 10, 7)",1,6072
"(3, 10, 8)",0,0
"(3, 10, 9)",0,0
"(3, 10, 10)",0,0
"(3, 11, 1)",1,2299
"(3, 11, 2)",0,0
"(3, 11, 3)",0,0
"(3, 11, 4)",1,990
"(3, 11, 5)",0,0
"(3, 11, 6)",1,1266
"(3, 11, 7)",1,7752
"(3, 11, 8)",0,0
"(3, 11, 9)",1,8002
"(3, 11, 10)",0,0
"(3, 12, 1)",1,4500
"(3, 12, 2)",0,0
"(3, 12, 3)",1,4757
"(3, 12, 4)",1,3236
"(3, 12, 5)",1,5015
"(3, 12, 6)",1,3485
"(3, 12, 7)",1,1935
"(3, 12, 8)",0,0
"(3, 12, 9)",1,2204
"(3, 12, 10)",1,4005
"(3, 13, 1)",1,6684
"(3, 13, 2)",0,0
"(3, 13, 3)",1,6963
"(3, 13, 4)",1,5410
"(3, 13, 5)",1,7234
"(3, 13, 6)",1,5653
"(3, 13, 7)",1,4140
"(3, 13, 8)",1,5896
"(3, 13, 9)",1,4402
"(3, 13, 10)",1,6177
"(3, 14, 1)",0,0
"(3, 14, 2)",0,0
"(3, 14, 3)",0,0
"(3, 14, 4)",1,2600
"(3, 14, 5)",0,0
"(3, 14, 6)",1,2870
"(3, 14, 7)",0,0
"(3, 14, 8)",0,0
"(3, 14, 9)",0,0
"(3, 14, 10)",0,0
"(3, 15, 1)",1,2541
